question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
172,İctimaiyyətlə əlaqənin təşkili üzrə tədbirlərin(festifalların) həyata keçirilməsi mərhələlərinə aiddir:,Strategiyanın hazırlanması,Məqsədin müəyyənləşdirilməsi,Situasiyalı təhlilin həyata keçirilməsi,Problemin qoyuluşu,Tədbirlərə uyğun reklam roliklərinin hazırlanması,d
173,Qiymətləndirmə mərhələsinin sonunda hansı qərar qəbul edilir?,Strategiyanın davam etdirilməsi və ya dəyişdirilməsi,Sadəcə maliyyə planının dəyişdirilməsi,heç biri,Reklamların dayandırılması,İşçilərin ixtisarı,a
174,Məlumat toplama mərhələsi hansı fəaliyyəti əhatə edir?,Məxfi məlumatların saxlanması,Yalnız işçilərin məlumatlandırılması,Məhsul reklamı,Araşdırma və analiz,Maliyyə hesabatlarının yayılması,d
175,İctimaiyyətlə əlaqələrdə mərhələlərin sayı nə qədərdir?,7,8,4,5,6,c
176,İctimaiyyətlə əlaqələrdə qiymətləndirmə mərhələsi hansı elementlərlə həyata keçirilir?,Sosial medianı istifadə etməməklə,Effektivlik və nəticələrin ölçülməsi ilə,Reklamların sayını artırmaqla,Daxili hesabatlarla,Yalnız müştərilərin rəyini öyrənməklə,b
177,Planlaşdırma mərhələsində hansı sual cavablandırılır?,"""Kim icra edir?""","""Nə qədər büdcə lazımdır?""","""Kim məsuliyyət daşıyır?""","""Nə zaman başa çatır?""","""Nə etməliyik?""",e
178,Məlumat toplama mərhələsində əsas məqsəd nədir?,Sadəcə maliyyə göstəricilərinə baxmaq,Reklam materiallarını hazırlamaq,Xalqla əlaqələri tamamilə bağlamaq,Lazımi məlumatları təhlil etmək və toplamaq,Yalnız daxili qərarlar qəbul etmək,d
179,İctimaiyyətlə əlaqələr işində hansı mərhələ ünsiyyət strategiyalarını əhatə edir?,Xalqla əlaqənin azaldılması,Məhsul istehsalı,Təsadüfi görüşlər,Təşkilati iclaslar,Ünsiyyətin planlanması,e
180,İctimaiyyətlə əlaqələrdə hansı mərhələ nəticələrin təhlili ilə bağlıdır?,Qiymətləndirmə mərhələsi,Məlumat toplama mərhələsi,Daxili iclasların keçirilməsi,Təhlükəsizlik tədbirləri mərhələsi,Yalnız reklam işləri mərhələsi,a
181,İctimaiyyətlə əlaqələr işində planlama mərhələsinin məqsədi nədir?,Məqsədləri və strategiyaları müəyyənləşdirmək,İşçilərin maaşlarını azaltmaq,Rəqiblərin fəaliyyətini gizli izləmək,Sadəcə maliyyə hesabatları hazırlamaq,Reklam büdcəsini artırmaq,a
182,İctimaiyyətlə əlaqələr işinin ilk mərhələsi hansıdır?,Təşkilati iclaslar keçirmək,Reklam planlama,Məlumat toplama,Məhsul istehsalını artırmaq,Xalqla əlaqələri azaltmaq,c
183,İctimaiyyətlə əlaqənin təşkili üzrə tədbirlərin(festifalların) həyata keçirilməsi mərhələlərinə aiddir:,Nəticənin qiymətləndirilməsi,Hamısı aiddir,Tədbirlərin yerinə yetirilməsi ardıcıllığının müəyyənləşdirilməsi,İstehlakçılarla görüşlərin keçirilməsi,Təbliğat prosesində telemarketinqdən istifadə edilməsi,a
184,"İctimaiyyətlə əlaqələrdə ""müasir idarəetmə anlayışı"" nə ilə bağlıdır?",Ənənəvi idarəetmə üsullarını gücləndirməklə,Daha şəffaf və demokratik idarəetməni təşviq etməklə,İşçilərin kütləvi ixtisarını planlaşdırmaqla,Hər hansı bir yeniliyi rədd etməklə,Təkcə maliyyə nəticələrinə diqqət etməklə,b
185,İctimaiyyətlə əlaqələr işinin əsas məqsədi nədir?,Şirkətin nüfuzunu qorumaq və artırmaq,Qeyri-rəsmi görüşlər təşkil etmək,Reklam kampaniyalarını gücləndirmək,Şirkətin daxili idarəetmə proseslərini dəyişmək,Sadəcə rəqibləri izləmək,a
186,Azərbaycanda ictimai əlaqələr fənni nə vaxtdan tədris olunmağa başlayıb?,1990,1984,1987,1994,1985,d
187,İctimai əlaqələrin əsas tədqiqat obyektləri sirasina aid deyildir?,İctimai əlaqələr sisteminin formalaşması,Geosiyasət,İctimai əlaqələrin əsas iştirakçıları,İctimai əlaqələr sisteminin inkişafı və diplomatiya tarixi,İctimai əlaqələr nəzəriyyəsi,b
188,"Məlumat azadlığı haqqında” qanunun 1-ci maddəsinə görə, hər kəsin istədiyi məlumatı qanuni yolla axtarmaq, əldə etmək, ötürmək, hazırlamaq və yaymaq azadlığı var. 5-ci maddədə isə məlumat azadlığının həyata keçirilməsinin əsas prinsipləri müəyyən edilmişdir.Aşağıdakılardan hansı bu prinsipləri ifadə edir","Məlumatın axtarılması, əldə edilməsi, istifadə olunması, yayılması və qorunmasının qanuniliyi",Məlumatın açıqlığı və onun mübadisinin azadlığı,"Məlumatın obyektivliyi, tamlığı və həqiqiliyi",Bütün cavablar doğrudur,Məlumat azadlığının təmin edilməsi,d
189,İnsan ləyaqəti ...?,Təmin edilir,Mühafizə edilir,Qorunur,Müdafiə edilir,Qorunur və ona hörmət edilir,e
190,Hər kəsin ...?,"1 yaşından toxunulmaz, pozulmaz və ayrılmaz hüquqları və azadlıqları vardır","Doğulduğu andan toxunulmaz, pozulmaz və ayrılmaz hüquqları və azadlıqları vardır","18 yaşdan toxunulmaz, pozulmaz və ayrılmaz hüquqları və azadlıqları vardır",Heç biri aid deyil,Doğulduğu andan toxunulmaz və qarşısıalınmaz hüquqları vardır,b
191,Hüquqlar və azadlıqlar hər kəsin …?,"Cəmiyyət, dövlət və başqa şəxslər qarşısında məsuliyyətini və vəzifələrini də əhatə edir",Dövlət və başqa şəxslər qarşısında məsuliyyətini və vəzifələrini də əhatə edir,Cəmiyyət və başqa şəxslər qarşısında məsuliyyətini və vəzifələrini də əhatə edir,Cəmiyyət qarşısında məsuliyyətini və vəzifələrini də əhatə edir,Məsuliyyətini və vəzifələrini də əhatə edir,d
192,XX əsrin ortalarında ictimai əlaqələr nəzəriyyəsinin əsası kimlər tərəfindən qoyulub?,"İ.Klod, J.Siontis, E.Xaast","S.Sinqer, M.Kaplan, F.Kardoza","E.Karr, N. Morqentau, R.Aron","K.Marks, F.Engels, V.Lenin","İ.Vallerstayn, S.Amin, A.Frank",d
193,Aşağıdakılardan hansı ictimaiyyətlə əlaqələrin əsas subyekti hesab olunur?,İnsanlar,Milli dövlətlər,Dövlət aparatı,Siyasi partiyalar,Milli maraqlar,b
194,Azərbaycanda “KİV(Kütləvi İnformasiya Vasitələri) haqqında” və “İnformasiya əldə etmək haqqında” qanunları nə vaxt qəbul olunmuşdur?,1990-cı il və 2018-ci il,1996-cı il və 2006-cı il,2005-ci il və 2017-ci il,1999-cu il və 2005-ci il,1996-cı il və2006-cı il,d
195,Azərbaycan Respublikasında kütləvi informasiya necə xarakterizə olunur?,Məhduddur,Azaddır,Sərbəstdir,Qeyri-formaldır,Qapalıdır,b
196,PR əsasən nə ilə məşğuldur?,Şirkət strukturlarını dəyişmək,Yalnız məhsul dizaynını təkmilləşdirmək,Yeni məhsul yaratmaq,Yalnız daxili hesabatlarla çalışmaq,Auditoriyanın fikirlərini idarə etmək,e
197,İctimaiyyətlə əlaqənin təşkili üzrə tədbirlərin(festifalların) həyata keçirilməsi üsuludur,kommunikasiya vasitəçilərindən istifadə etməklə məhsul satışının həyata keçirilməsi,televiziyada reklam yayımlarının həyata keçirilməsi,internetdə məlumatların yayınması,elektron poçtdan istifadə edilməsi,Anonsların yayılması,e
198,İctimaiyyətlə əlaqənin təşkili üzrə tədbirlərin(festifalların) həyata keçirilməsi üsuludur:,KİV-dən istifadə etməklə müraciətlərin məqsədli auditoriyaya çatdırılması,Elektron mağazaların yaradılması,Əks əlaqə kanallarının yaradılması,"Press reliz konfransların, konsertlərinin həyata keçirilməsi",Telemarketinqdən istifadə edilməsi,d
199,Aşağıda verilənlərdən hansı biri ictimaiətlə əlaqələrə aiddir,Potensial alıcılarla şəxsi görüs əsasında təbliğat aparmaqla məhsul satışının həyata keçirilməsidir,Satıcılarla alıcılar arasında birbaşa münasibətlərin yaradılması məqsədi ilə həyata keçirilən tədbirlər sistemidir,Müəssisənin məhsuluna tələbat formalaşdırmaq və satışın həcmini artırmaq məqsədi ilə həyata keçirilən tədbirlər kompleksidir,İctimaiyyətdə işguzar əlaqələrin və xoş münasibətlərin yaradılmasını təmin edən tədbirlər sistemidir,Müəssisədən istehlakçılara zəruri məlumatların çatdırılması üzrə həyata keçirilən tədbirlər sistemidir,d
200,İctimaiyyətlə əlaqələr konsepsiyasının tətbiqini zəruri edən amillərə aid deyillir,İstehsal texnalogiyalarında bərabər səviyyənin formalaşması,Müxtəlif ictimai təşkilatlarla qarşılıqlı əlaqələrin yaxşılaşdırılması,ETT-nin (Elmi Texniki Tərəqqi) sürətli inkişafı,Firmaların ictimayətlə əlaqələrinin yaxşılaşdırılması,İstehlakçılar və bazarlar uğrunda mübarizənin kəskinləşməsi,c
201,İctimaiyyətlə əlaqələr konsepsiyasının yerinə yetirdiyi funksiyaya aiddir:,firmanın imicinin formalaşdırılması funksiyası,qarşılıqlı əlaqələrin yaxşılısdırılması funksiyası,firma ilə cəmiyyət arasında yaranan anlaşılmazlıqların aradan qaldırılması funksiyası,iqtisadi-statistik təhlil funksiyası,menecment funksiyası,e
202,İctimaiyyətlə əlaqələr konsepsiyasının yerinə yetirdiyi funksiyalara aşağıdakılardan biri aiddir,sistemli təhlil funksiyası,müəssisənin və məhsulun imicinin yüksəlməsini təmin edən funksiya,doğru cavab yoxdur,informasiya - əlaqə funksiyası,büdcənin hesablanması və müəyyənləşdirilməsi funksiyası,d
203,İctimaiyyətlə əlaqələr konsepsiyası bu tip məsələlərə xidmət göstərir:,Rəqiblərlə münasibətlərin yaxşılaşdılmasına,Cəmiyyətdə müxtəlif qrup və insanlarla məlumat axınına və nəzarətinə,Vasitəçilərlə qarşılıqlı əlaqələrin qurulmasına,Satışın həcminin artırılmasına,Malgöndərənlərlə əlaqələrin yaxşılaşdılmasına,b
204,İctimaiyyətlə əlaqələr konsepsiyası bu məsələyə xidmət göstərir:,Malgöndərənlərlə əlaqələrin yaxşılaşdılmasına,Müəssisələrlə əlaqələrin yaradılmasına,Rəqiblərlə münasibətlərin yaxşılaşdılmasına,Cəmiyyətdə imicin formalaşmasına və məlumat axınına,Doğru cavab yoxdur,d
205,Mətbuat konfranslarının hesabatları hara təqdim edilir,Doğru cavab yoxdur,KİV orqanına,Nazirliklərə,Mətbuat Mərkəzinə,Milli Məclisə,d
206,Online mətbuat konfransında izləyicilərin say məhdudiyyəti nə qədərdir,Say məhdudiyyəti yoxdur,Say məhdudiyyəti konfransın müddəti ilə əlaqədar limitlidir,Doğru cavab yoxdur,Say məhdudiyyəti vardır və saata görə tənzimlənir,Say məhdudiyyəti konfransın mövzusu ilə əlaqədardır,a
207,PR prosesində əsas diqqət hansı amilə yönəlir?,Yalnız media auditoriyasını genişləndirmək,Məhsulun keyfiyyətini artırmaq,Rəqiblərin zəif cəhətlərini tapmaq,İnsanların qəlbinə yol tapmaq,Şirkətin daxili siyasətini dəyişdirmək,d
208,PR-dən necə düzgün istifadə olunur?,Təşkilatı neqativ işıqda göstərməklə,İctimaiyyətlə etibarlı ünsiyyət qurmaqla,Reklam vasitəsilə yalnız satış məqsədilə,Yalnız məhsul bazarını araşdırmaqla,Təşkilatın səhvlərini gizlətməklə,b
209,PR mütəxəssisi hansı sahədə çalışır?,Anket tərtib edilməsi,Mühasibatlıq,İctimaiyyətlə ünsiyyətin idarə edilməsi,İT infrastrukturu,Maliyyə menecmenti,e
210,PR termini hansı anlayışla əlaqələndirilir?,Yalnız reklam fəaliyyəti,Maliyyə hesabatları,Marketinq strategiyası,Satış əməliyyatları,İnformasiya və idarəetmə prosesi,e
211,PR fəaliyyətinin ən vacib elementi nədir?,Reklam kampaniyalarını idarə etmək,Məhsul satışı ilə məşğul olmaq,Yalnız təşkilatın məqsədlərinə çatmaq,Xalqın maraqlarını nəzərə almaq,Təhlükəsizlik sistemləri qurmaq,d
212,PR hansı vasitə ilə icra edilir?,Müştəri əlaqələrini kəsməklə,Təkcə reklam vasitəsilə,Yalnız sosial media vasitəsilə,"Media, sosial şəbəkələr və tədbirlər vasitəsilə",Anonim məlumat yayımlayaraq,d
213,PR-in əsas məqsədi nədir?,Məhsulun reklamını etmək,Təşkilatla ictimaiyyət arasında əlaqələri idarə etmək,Yalnız media vasitəsilə məlumat yaymaq,Rəqibləri gözdən salmaq,Satışı artırmaq,b
214,Ölkəmizdə mətbuat azadlığı və informasiya əldə etmək hüquqları ilə bağlı milli qanunvericiliyimiz hansı Konvensiyaya uyğunlaşdırılmışdır,Asiya Konvensiyası,Cənubi Qafqaz Konvensiyası,Cənubi Amerika Konvensiyası,Avropa Konvensiyası,Berlin Konvensiyası,d
215,İnformasiya dedikdə ...?,"Yaranma tarixindən, təqdimat formasından və təsnifatından asılı olmayaraq istənilən qeyri-müəyyən fəaliyyət nəticəsində yaradılan, yaxud əldə olunan faktlar, rəylər, bilgilər, xəbərlər və ya digər xarakterli məlumatlar başa düşülür","Yaranma tarixindən, təqdimat formasından və təsnifatından asılı olmayaraq istənilən elmi fəaliyyət nəticəsində yaradılan, yaxud əldə olunan faktlar, rəylər, bilgilər, xəbərlər və ya digər xarakterli məlumatlar başa düşülü","Yaranma tarixindən, təqdimat formasından və təsnifatından asılı olmayaraq istənilən fəaliyyət nəticəsində yaradılan, yaxud əldə olunan faktlar, rəylər, bilgilər, xəbərlər və ya digər xarakterli məlumatlar başa düşülür","Yaranma tarixindən və təsnifatından asılı olmayaraq istənilən fəaliyyət nəticəsində yaradılan, yaxud əldə olunan faktlar, rəylər, bilgilər, xəbərlər və ya digər xarakterli məlumatlar başa düşülür","Təqdimat formasından və təsnifatından asılı olmayaraq istənilən fəaliyyət nəticəsində yaradılan, yaxud əldə olunan faktlar, rəylər, bilgilər, xəbərlər və ya digər xarakterli məlumatlar başa düşülü",c
216,Şəxsi və ailə həyatına dair məlumat dedikdə ...?,"İdentikləşdirməyə imkan verən hadisələr, fəaliyyətlər, vəziyyətlər barədə faktlar, rəylər, bilgilər anlaşılır","Şəxsiyyəti birbaşa və ya dolayısı ilə identikləşdirməyə imkan verən hadisələr, fəaliyyətlər, vəziyyətlər, nəzəri baxışlar barədə faktlar, rəylər, bilgilər anlaşılır","Şəxsiyyəti dolayısı ilə identikləşdirməyə imkan verən hadisələr, fəaliyyətlər, vəziyyətlər barədə faktlar, rəylər, bilgilər anlaşılır","Birbaşa və ya dolayısı ilə identikləşdirməyə imkan verən hadisələr, fəaliyyətlər, vəziyyətlər barədə faktlar, rəylər, bilgilər anlaşılır","Şəxsiyyəti birbaşa və ya dolayısı ilə identikləşdirməyə imkan verən hadisələr, fəaliyyətlər, vəziyyətlər barədə faktlar, rəylər, bilgilər anlaşılır",e
217,Mətbuat konfransında jurnalistlərin iştirakına aiddir,Hamısı doğru cavabdır,Jurnalistlər dəvət olunmur,Bütün kateqoriyalı jurnalistlər dəvət olunur,Jurnalistlər ən son olaraq dəvət olunur və yer sayı ilə tənzimlənir,Keçirilən konfransın mövzusu ilə əlaqədar olan jurnalistlər dəvət olunur,e
218,Reklam nədir? Reklam istehlakçısının diqqətini reklam obyektinə müxtəlif vasitə və üsullardan istifadə olunmaqla?,Yazılı formada cəlb etmək məqsədi ilə yayımlanan məlumatdır,İstənilən ölkədə cəlb etmək məqsədi ilə yayımlanan məlumatdır,Şəkil formada cəlb etmək məqsədi ilə yayımlanan məlumatdır,İstənilən formada saxlamaq məqsədi ilə yayımlanan məlumatdır,Hər küçədə cəlb etmək məqsədi ilə yayımlanan məlumatdır,d
219,Mediasiya (vasitəçilik) dedikdə nə başa düşülür?,İnkişaf etmiş bazar iqtisadiyyatı,Keçid iqtisadiyyatı,Planlı direktiv iqtisadiyyat,Konfliktin çözümü istiqamətində irəliləməyə imkan verən proses,Yenidən qurmaq,d
220,Aşağıdakılardan hansı mediasiya prosesini izah etmir?,Əsas vəzifəsi tərəflərin özlərinin müstəqil şəkildə həll etməyə çətinlik çəkdikləri münaqişənin çözümüdür,Prosesə qrup üzvlərindən daha artıq nəzarət edir,"Tərəflərlə həm bir yerdə, həm də onların hər biri ilə təklikdə işləyə  bilər","Arasında durmaq"" (iki və daha artıq qrupun və ya ayrı-ayrı şəxslərin) mənasındadır","Asanlaşdırmaq"" (qrup üçün səmərəli olmaq) mənasındadır",e
221,Aşağıdakılardan hansı mediator sessiyası bölgüsünə aid deyildir?,Marafon sessiya,"Marafon sessiya, Böhran sessiyası",İqtisadi sessiya,Böhran sessiyası,Dövri sessiya,c
222,İnnovasiya fəaliyyəti nə deməkdir?,"Patent formasında maddileəşməmiş texnologiyaların ,lisenziyaların əldə edilməsi,nou-hau ticarət markaları konstruksiyalar,nümunələr və texnoloji tərkibli xidmətlər bazarı subyektlərinin səyləri","Maddiləşmiş texnologiyanın əldə edilməsi,maşın və qurğuların öz texnoloji tərkibilə məhsul innovasiyaları bazarinin subyektlerinin seyleri",Bazariın tələbləri ilə elmi biliklərin texnologiyalara çevrilməsinə istiqamətləndirən informasiya və texnologiyalar bazarı subyektlərinin səyləri,Heç biri doğru deyil,Maddiləşmiş və maddiləşməmiş intellektual fəaliyyət nəticələrinin beynəlxalq mübadiləsi sistemi bazarı subyektlərinin səyləri,c
223,İctimai Əlaqələr dedikdə?,"İnsan fəaliyyət dairəsinə daxil olub,ictimai iqtisadi inkişafın ümumi qanunauyğunluqları ilə müəyyən edilir","Maddi nemətlərin istehsalı,bölgüsü mübadiləsi və istehlakı baxımından milli dövlətlərin təsərrüfat subyektləri arasındakı qarşılıqlı fəaliyyət nəzərdə tutulur",İqtisadi münasibətlərin milli çərçivədən beynəxalq miqyasa yüksəlməsi,Hamısı doğrudur,"Dünya iqtisadiyyatının əsas,ilkin şərti onun tərkib hissəsi və nəticəsidir",d
224,Təbii əmək bölgüsü nədir.?,Sahə və yarımsahələr arasında olan əmək bölgüsü,"Müəssisə, firma, emalatxana və.s arasında olan əmək bölgüsü","Sənaye, kənd təsərrüfatı, nəqliyyat, tikinti arasında olan əmək bölgüsü",Fərd və yaxud bir qrup adam arasında olan əmək bölgüsü,"Qadınlar, uşaqlar, kişilər arasında olan əmək bölgüsü",e
225,Müqayisəli xərclər'' nəzəriyyəsi kimə məxsusdur.?,A.Smit,P.Samuelson,C.Millen,R.Torrens,D.Rikardo,e
226,Biri danışıq (nitq) qaydalarına aid deyil?,Diqqətlə qulaq asmaq,Heç biri,Digərinin fikrinə hörmət etmək,Yol hərəkəti qaydalarına düzgün əməl etmək,Digərinin fikrini ifadə etməyə imkan yaratmaq,d
227,İctimaiyətlə əlaqənin(PR) əsasını təşkil edir:,.,Məhsul haqqında ictimai reklamların yayılması təşkil edir,Təşviqat və təbliğat təşkil edir,İctimaiyyətlə əlaqələrin yaxşılaşdırılması məqsədilə kompyuter xidmətlərindən istifadə edilməsi təşkil edir,İctimaiyyətə məhsul haqqında kifayət qədər informasiya ötürülməməsi təşkil edir,c
228,"İctimaiyyətlə əlaqələrdə ictimaii informasiya dedikdə, ...?","Konstitusiya ilə müəyyənləşdirilən ictimai vəzifələrin yerinə yetirilməsi prosesində yaradılan və ya əldə edilən faktlar, rəylər, bilgilər başa düşülür","İctimai vəzifələrin yerinə yetirilməsi prosesində yaradılan və ya əldə edilən faktlar, rəylər, bilgilər başa düşülür","Normativ hüquqi aktlarla müəyyənləşdirilən ictimai vəzifələrin yerinə yetirilməsi prosesində yaradılan və ya əldə edilən faktlar, rəylər, bilgilər başa düşülür","Qanunlarla və ya digər normativ hüquqi aktlarla müəyyənləşdirilən ictimai vəzifələrin yerinə yetirilməsi prosesində yaradılan və ya əldə edilən faktlar, rəylər, bilgilər başa düşülür","Hüquqi aktlarla müəyyənləşdirilən ictimai vəzifələrin yerinə yetirilməsi prosesində yaradılan və ya əldə edilən faktlar, rəylər, bilgilər başa düşülür",d
229,Aşağıdakılardan hansl informasiya xidmətləri sayılır …?,Sorğu ilə müraciət edən sakinin informasiya ilə təmin etmək üçün göstərilən fəaliyyət başa düşülür,Sorğu ilə müraciət edən hər kəsi informasiya ilə təmin etmək üçün göstərilən fəaliyyət başa düşülür,Hər kəsi informasiya ilə təmin etmək üçün göstərilən fəaliyyət başa düşülür,Hər kəsi informasiya ilə təmin etmək üçün göstərilən qeyri-müəyyən fəaliyyət başa düşülür,Sorğu ilə müraciət edən vətəndaşın informasiya ilə təmin etmək üçün göstərilən fəaliyyət başa düşülür,b
230,Aşağıdakılardan hansı informasiyanın sahibidir ...?,"İnformasiya azadlığını təmin etmək üçün Qanunla müəyyənləşdirilən ancaq dövlət orqanları, bələdiyyələr, mülkiyyət növündən asılı olmayaraq yaradılmış şəxslər başa düşülür","İnformasiya hüququnu təmin etmək üçün fərdi qaydada müəyyənləşdirilən dövlət orqanları, bələdiyyələr, mülkiyyət növündən asılı olmayaraq yaradılmış ancaq hüquqi şəxslər başa düşülür","İnformasiya əldə etmək hüququnu təmin etmək üçün fərdi qaydada müəyyənləşdirilməyən dövlət orqanları, mülkiyyət növündən asılı olmayaraq yaradılmış ancaq fiziki şəxslər başa düşülür","İnformasiya əldə etmək hüququnu təmin etmək üçün Qanunla müəyyənləşdirilən dövlət orqanları, bələdiyyələr, mülkiyyət növündən asılı olmayaraq yaradılmış hüquqi şəxslər və fiziki şəxslər başa düşülür","Qanunla müəyyənləşdirilməyən dövlət orqanları, bələdiyyələr, mülkiyyət növündən asılı olmayaraq yaradılmış ancaq hüquqi şəxslər və fiziki şəxslər başa düşülür",d
231,Natiq mədəniyyətinin birinci şərti?,Nitqin qəlizliyi,Nitqin aydınlığı,Nitqin düzgünlüyü,Nitqin ifadəliliyi,Nitqin dəqiqliyi,c
232,Natiqlik sənətinə verilən tələblərdən biri yanlışdır?,"Düzgün, dəqiq və gözəl danışmaq",Mimika və jestlərdən düzgün istifadə,Dəqiq və gözəl danışmaq,Yalnız şifahi nitq söyləmək,Mümkün qədər yığcam danışmaq,d
233,İctimaiyyətlə əlaqələrin əsas fundamental mənası,Gələcək proqnozlar vermək,Qanunçuluq və inkişafı təcəssüm etdirmək,Maliyyə imkanlarının genişləndirilməsi,Tanıtım və informasiya ötürmək,Keçmiş əlaqələrin yenidən canlandırılması,d
234,Normal manipulyasiya:,Ancaq yaxın əlaqədə olduğumuz insanların bizə ötürdüyü dəyərlər,Heç biri aid deyil,Ancaq uzaq əlaqədə olduğumuz insanların bizə ötürdüyü mənfi dəyərlər,Ətrafımızdakı insanların bizə ötürdüyü müsbət dəyərlər,Ətrafımızdakı insanların bizə ötürdüyü mənfi dəyərlər,d
235,İctimaiyyətlə əlaqələr olmazsa _______ dayanar,Qanun,Reklam fəaliyyəti,Siyasi fəaliyyət,İşgüzar fəaliyyət,Ölkələrarası əlaqələr,d
236,Əldə edilən informasiyanın doğruluğunu yoxlamaq üçün edilməlidir:,İnformasiyanı qeyri şərtsiz qəbul etmək lazımdır,İnformasiya əgər dezinformasiya deyilsə inanmaq,Heç bir informasiyaya inanmamaq,İnformasiyanın əmələ gəldiyi mənbəni araşdırmaq,İnformasiyanı yayan şəxs və şəxslər qrupuna inanmaq,d
237,Etik kodeks niyə müxtəlif ölkələrdə müxtəlifdir,Əhalinin say fərqliliyinə görə,Heç biri aid deyil,Ölkələr üzrə bu kodeks dəyişmir,Mental düşüncə və adət-ənənə fərqliliyinə görə,Ərazi sahəsi bütövlüyünə görə,d
238,PR-ı formalaşdıran hüquqi normativ qanunlar və aktların mənbə göstəricisi nədir,heç biri,AR Televiziya və radio haqqında qanun,AR Konstitusiyası,PR haqqında qanun,İnformasiya haqqında qanun,c
239,PR fəaliyyəti reklamdan hansı xüsusiyyəti ilə fərqlənir?,Yalnız gəlir gətirmək məqsədi ilə istifadə edilir,Reklam PR strategiyalarını tamamlayır,PR məhsulun texniki xüsusiyyətlərini təqdim edir,Təşkilatın nüfuzunu qorumaq üçün uzunmüddətli strategiyalar qurur,PR yalnız medianın dəstəyi ilə həyata keçirilir,d
240,Reklamın əsas xüsusiyyətinə aiddir,Alıcı ilə satıcı arasında əlaqə yaratmaq,Hədəf kütləsinin analizini aparmaq,İctimai rəyə təsir etmək,Uzunmüddətli etibarlı əlaqələr qurmaq,Böhran idarəetməsini təşkil etmək,a
241,PR fəaliyyətində əsas məqsəd nədir?,Yalnız reklam strategiyaları ilə məşğul olmaq,Müştəri bazasını genişləndirmək,Yalnız təşkilat daxilində əməkdaşlıq etmək,İctimaiyyətin diqqətini mənfi cəhətlərdən yayındırmaq,Cəmiyyətlə qarşılıqlı anlaşma yaratmaq,e
242,PR və reklam arasında əsas fərqi nədir?,PR hər zaman ödənişlidir,Reklam təşkilatların nüfuzunu möhkəmləndirir,PR hədəf auditoriyasını genişləndirir,"PR müsbət obraz yaradır, reklam isə satış məqsədi güdür",Reklam ictimai rəy yaratmaq məqsədi güdür,d
243,İctimaiyyətlə əlaqələrdə vacib üslub elementi nədir?,Məhsul reklamlarının üstünlük təşkil etməsi,Təşkilatın zəif tərəflərini gizlətməsi,Yalnız daxili müzakirələr üçün nəzərdə tutulması,Təşkilat məlumatlarının məhdudlaşdırılması,Məlumatın açıq və aydın olması,e
244,Natiq sözünü hansı ifadə ilə əvəz etmək olar?,Danışan,Fikirləşən,Çıxış edən,Məlumat verən,Ritor,d
245,"Böyük sivilizasiya, qabaqcıl dövlət idarəçiliyinə malik olan, monolit ölkə hansıdır?",Misir,Yaponiya,Hindistan,Çin,Yunanıstan,d
246,"İKT və digər beynəlxalq təşkilatların toplantılarında birmənalı mövqe tutmuş, Azərbaycanın haqq işini müdafiə etmiş ərəb dövləti hansıdır?",SƏ,BƏƏ,Yəmən,Küveyt,Qatar,b
