question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
171,Mətnin hazırlıq mərhələsi ilə bağlı düzgün ardıcıllığı seçin,Malın qiymətinin göstərilməsi → İstehlakçıların motivlərinin təhlili → Mətnin yaradılması,Mətni tərtib etmək → Rəqiblərin təhlili → Analiz aparmaq,Bazarda araşdırma aparmaq → Malın qiymətini təyin etmək → Mətnin dekorativ hazırlanması,İllüstrasiyaların hazırlanması → Mətnin yazılması → Rəqiblərin təhlili,Şirkətin bazardakı vəziyyətinin analizi → Rəqiblərin reklamlarının qiymətləndirilməsi → Malın üstünlüklərinin siyahısının hazırlanması → Mətni strukturlaşdırmaq,e
172,Birqamiturlu reklamlara keçidin əsas səbəbi nədir?,İllüstrasiyalardan imtina edilməsi,Oxucu auditoriyasının azalması,Reklamın daha ucuz başa gəlməsi,Vizual vahidliyin və tanınmanın gücləndirilməsi,Texniki imkanların məhdudlaşması,e
173,Kölgəli və ensiz yağlı şriftlərin uğursuz sayılmasının əsas səbəbi nədir?,Reklamın diqqət çəkməməsi,Yalnız başlıqlarda tətbiq edilməsi,Onların redaksiya materiallarında da istifadə olunması,Hərf və sözlərin bir­birindən çətin seçilməsi,Çox bahalı olmaları,d
174,“Təzadlı ləkə” anlayışının reklam dizaynındakı rolu nədir?,Mətni bəzəmək üçün istifadə olunan dekorativ üsuldur,Yalnız redaksiya materiallarına xasdır,İllüstrasiyanı tamamilə əvəz edir,Mətndə müəyyən obraza və ya hissəyə diqqət yönəltmək vasitəsidir,Oxunaqlılığı azaltmaq üçün tətbiq edilir,d
175,Şrift ölçüləri ilə bağlı düzgün fikir söylənmiş variantı seçin,İllüstrativ reklamda iri şriftlərin istifadəsi yalnız qəzetlər üçün xarakterikdir,Başlıq şriftlərinin ölçüsü mətn şriftindən kiçik olur,Reklam mətnlərində şrift ölçüləri standartlarla ciddi şəkildə tənzimlənir,Reklam mətnləri üçün 10–12 keqlin seçilməsi oxunaqlılıq və qəzet formatı ilə uzlaşma məqsədi daşıyır,Redaksiya elanlarında iri keqlərin istifadəsi reklamın emosional təsirini artırır,d
176,Reklamın güclü və zəif olması  nədən asılıdır?,Satış kanallarının sayından,Reklamın yayım müddətindən,Bazarın coğrafi ölçüsündən,İstehlakçı cəlbediciliyinin səviyyəsindən,Reklam büdcəsinin həcminindən,d
177,Zəif reklam nəzəriyyəsinə görə reklamın ilkin funksiyası nədir?,Məlumat vermək və maraq yaratmaq,Brendə emosional bağlılıq yaratmaq,İstehlakçını dərhal almağa məcbur etmək,Satınalmadan sonrakı davranışı idarə etmək,Alış vərdişlərini möhkəmləndirmək,a
178,Zəif reklam nəzəriyyəsində istehlakçının məhsula bağlılığı nə vaxt formalaşır?,Reklamı ilk dəfə gördükdə,Satınalmadan əvvəlki mərhələdə,Reklamın intensivliyindən asılı olaraq,İlk satınalmadan və şəxsi təcrübədən sonra,Məhsul haqqında məlumat aldıqda,d
179,Zəif reklam nəzəriyyəsinə görə istehlakçı davranışı hansı mərhələlərlə formalaşır?,Maraq → arzu → satınalma,Xəbərdar olma → inanma → hərəkət,Məlumatlanma → qərar → alış,Arzu → sınaq → qərar,Məlumatlanma → sınaq → möhkəmləndirmə,e
180,Tənqidçilərə görə güclü reklam nəzəriyyəsində hansı fərziyyə mübahisəlidir?,Reklamın məlumatverici funksiyasının olması,Reklamın bazar rəqabətinə təsiri,Reklamın pullu kommunikasiya olması,İstehlakçının almadan əvvəl mütləq məhsulu arzulamalı olması,Reklamın kütləvi xarakter daşıması,d
181,Güclü reklam nəzəriyyəsinin əsas tənqid səbəblərindən biri nədir?,Reklamın yalnız məlumatverici rolunu qəbul etməsi,Bazar şəraitini tam nəzərə alması,İstehlakçı marağını əsas amil kimi götürməməsi,Satınalmadan sonrakı istehlakçı davranışını nəzərə almaması,Reklamın təsirini həddən artıq zəif qiymətləndirməsi,d
182,Güclü reklam nəzəriyyəsinə əsasən reklamın əsas təsir istiqaməti hansıdır?,Alış vərdişlərini uzunmüddətli möhkəmləndirmək,"İstehlakçının biliklərini artırmaq, münasibətini dəyişmək və almağa inandırmaq",Satınalmadan sonrakı davranışı formalaşdırmaq,İstehlakçının yalnız məlumat səviyyəsini yüksəltmək,Məhsulun texniki keyfiyyətini artırmaq,b
183,Güclü reklam nəzəriyyəsinə görə istehlakçı reklamın təsiri ilə hansı ardıcıllıqdan keçir?,Sınaqdan keçirir → inanır → alır,Məlumatlanır → sınaqdan keçirir → möhkəmləndirir,Arzulayır → məlumatlanır → hərəkət edir,Xəbərdar olur → maraq göstərir → arzulayır və inanır → hərəkət edir,Maraq göstərir → möhkəmləndirir → alır,d
184,Aşağıdakılardan hansı fikir Reklam anlayışını ifadə etmir.,"konkret məhsul, xidmət və ya ideya haqqında istehlakçıya təsir göstərmək və tələbat yaratmaq məqsədi ilə pullu, qeyri­şəxsi şəkildə yayılan kommunikasiya fəaliyyətidir.",satıcı ilə alıcı arasında dolayı dialoq yaradaraq istehlakçını məlumatlandıran və onu müəyyən davranışa sövq edən marketinq vasitəsidir.,məhsulun üstünlüklərini vurğulamaqla onun bazarda mövqeyini gücləndirməyə xidmət edən həvəsləndirmə alətidir.,"kütləvi informasiya vasitələri ilə geniş auditoriyaya ünvanlanan, planlı və məqsədyönlü məlumat ötürülməsi formasıdır.",dövlət qurumlarının əhali üçün verdiyi rəsmi elan və inzibati bildirişlərdir.,e
185,Amerikada reklamın inkişafına şərait yaradan əsas amillərdən biri yanlış göstərilmişdir?,"istehsalın mexanikləşdirilməsi nəticəsində mal bolluğunun yaranması,","radionun, daha sonra isə televiziyanın yaranması.","icbari ibtidai təhsilin tətbiqi ilə savadlılığın artması və mətbuatın genişlənməsi,",Kənd təsərrüfatının zəifləməsi və Vergilərin azaldılması,"nəqliyyat şəbəkəsinin (yolların) inkişafı,",d
186,Uyğunluğu müəyyən et. 1.Sistemli yanaşma 2.Kompleks obyekt 3.Struktur element a.Obyektə bütöv və vahid sistem kimi baxış b.Sistemi təşkil edən zəruri və funksional hissə c.Qarşılıqlı əlaqədə olan çoxsaylı elementlərin vəhdəti,"1­a, 2­b, 3­c.","1­b, 2­c, 3­a.","1­b 2­a, 3­c.","1­a, 2­c, 3­b.","1­c, 2­b, 3­a.",d
187,Uyğunluğu müəyyən et. 1.Mətn şrifti 2.Başlıq şrifti 3.Reklam şrifti a.Oxunaqlığı və informasiyanın rahat qavranılmasını təmin edir b.Oxucunun diqqətini cəlb edir və saxlayır c.Yaradılmış obraza estetik uyğunluq yaradır,"1­a, 2­c, 3­b.","1­c, 2­b, 3­a.","1­b, 2­c, 3­a.","1­b 2­a, 3­c.","1­a, 2­b, 3­c.",e
188,"Uyğunluğu müəyyən et. 1.Reklam kompozisiyası 2.Firma stili 3.Qəzet kompozisiyası a.İnformasiyanın oxucuya rahat və aydın çatdırılması b.Təsir etmək, inandırmaq və alışa sövq etmək c.Vizual elementlərin vahid sistem üzrə əlaqələndirilməsi","1­a, 2­c, 3­b.","1­c, 2­a, 3­b.","1­b 2­a, 3­c.","1­b, 2­c, 3­a.","1­c, 2­b, 3­a.",d
189,"Uyğunluğu müəyyən et. 1.Yığımlı elementlər 2.Təsviri elementlər 3.Dekorativ elementlər a. Şrift, aralıq və bəzək xarakterli tərtibat vahidləri b.Ştrixli, yarımtonlu və qarışıq illüstrasiyalar c.Mətndən və təsvirlərdən kənar vizual bəzək vasitələri","1­a, 2­c, 3­b.","1­b, 2­c, 3­a.","1­b 2­a, 3­c.","1­a, 2­b, 3­c.","1­c, 2­b, 3­a.",d
190,.  S.Qalkinə görə tərtibat elementi nədir?,Mətn və illüstrasiyanın vəhdəti,Yalnız şriftlə bağlı anlayış,Reklamın emosional təsir mexanizmi,Nəşrin xarici görünüşünü təşkil edən ən sadə tərtibat vahidi,Reklamda istifadə olunan vizual təsvir,d
191,Amerika reklamçıları reklamda şişirtməni hansı terminlə ifadə edirlər?,Vizual optimallaşdırma,Kreativ adaptasiya,Malın estetikləşdirilməsi,Brend identifikasiyası,Marketinq təsviri,c
192,Reklam müraciətlərində istifadə olunan şriftlər redaksiya materiallarından nə ilə fərqlənir?,Oxunaqlığın olmaması ilə,Texniki qaydalara tabe olmaması ilə,Rəngsizliyi ilə,Standartsızlığı və Çap sürətini,Estetik və obraz yönümlü olması ilə,e
193,Reklam psixologiyasında rəng–fon uyğunluğu niyə vacibdir?,Kağız sərfini azaltdığı üçün,Reklam sahəsini kiçiltdiyi üçün,Çap sürətini artırdığı üçün,Texniki xərcləri azaltdığı üçün,Qavramanı asanlaşdırdığı üçün,e
194,Şrift ştrixlərinin qalınlığının hündürlüyə optimal nisbəti necədir?,Təxminən 1:5,2:1,1:1,5:1,1:10,a
195,Reklam mətnində şrift ölçüsü nəyə uyğun seçilməlidir?,Rəng palitrasına,Mətnin mövzusuna,Oxuma məsafəsinə,Reklamın qiymətinə,Kağız növünə,c
196,Reklamda mətn şriftinə əsas tələb nədir?,Dizaynerin yaratdığı obraza uyğunluq,Qara rəngdə verilməsi,Yalnız oxunaqlı olması,Standart qamitura malik olması,Kiçik ölçülü olması,a
197,Redaksiya materiallarında şrift adətən hansı rolu oynayır?,Emosional manipulyasiya yaradır,Vizual dominant rol oynayır,Obraz formalaşdırır,Nəşrin modelinin təşkiledici elementi olur,Reklam xarakteri daşıyır,d
198,Reklam müraciətlərində tərtibat elementlərindən istifadə əsasən nəyə xidmət edir?,Mətn həcminin artırılmasına,Texniki sadələşdirməyə,Oxucuya obyektiv məlumat verməyə,Obrazın estetikləşdirilməsinə,Sənədliliyin gücləndirilməsinə,d
199,Peşəkar reklamın dövlət miqyasında institut kimi ilk dəfə harada formalaşdığı göstərilir?,Romada,Asiya ölkələrində,Qədim Yunanıstanda,Orta əsr Avropasında,Amerikada,e
200,Reklamın yaranma tarixi hansı hadisə ilə üst­üstə düşür?,Dövlətlərin formalaşması ilə,Kütləvi informasiya vasitələrinin yaranması ilə,Sənaye inqilabının başlanması ilə,Bazar münasibətlərinin yaranması ilə,Yazının ixtirası ilə,d
201,Qəzəb doğuran reklamların daha yaxşı yadda saxlanılmasının səbəbi nə ilə izah olunur?,Reklamın tez­tez təkrar olunması ilə,Məhsulda imic formalaşdırması ilə,Reklamın uzunmüddətli olması ilə,Emosional təsirin yaddaşda daha möhkəm iz buraxması ilə,Məhsulun ucuz olması ilə,d
202,Reklamın adi informasiyadan əsas fərqi nədir?,Satışdan sonra təsir göstərməsi,Yalnız məlumat ötürməsi ilə kifayətlənməsi,Konkret məqsədlə mala tələbat yaratmağa yönəlməsi,Texniki göstəricilərin izahına üstünlük verməsi,Dövlət tərəfindən tənzimlənməsi,c
203,Reklamın əsas məqsədi nədir?,Qiymətləri endirmək,Tələbat yaratmaq və satışları artırmaq,İstehlakçını aldatmaq,Vergiləri azaltmaq,İstehsalı azaltmaq,b
204,Zəif reklam nəzəriyyəsinin əsas fərqləndirici cəhəti mətnə görə nədir?,Reklamın yalnız imic formalaşdırması,Reklamın satışdan sonra əhəmiyyətini itirməsi,Reklamın istehlakçıya dərhal qərar verdirməsi,Reklamın emosional təsirinin əsas rol oynaması,Reklamın təsirinin əsasən ilk satınalmadan sonra güclənməsi,e
205,Güclü reklam nəzəriyyəsinə görə istehlakçı reklamın təsiri ilə hansı ardıcıllıqdan keçir?,Sınaq → möhkəmləndirmə → qərar,Möhkəmləndirmə → sınaq → xəbərdar olma,Satınalma → məlumatlanma → maraq,Xəbərdar olma → maraq → arzu (inam) → fəaliyyət,Qərar → maraq → xəbərdar olma,d
206,Reklamın fransız və latın mənşəli izahı nəyi ifadə edir?,Məlumatı gizli ötürmək mənasını,Satışı məcburi hala gətirmək mənasını,"görmək, eşitmək, hiss etmək mənasını",Çağırmaq və diqqət cəlb etmək mənasını,Rəqabəti məhdudlaşdırmaq və diqqət cəlb etmək mənasını,d
207,Reklamın əsas məqsədlərindən biri aşağıdakılardan hansıdır?,Məhsula tələbat yaratmaq və onun rəqabət qabiliyyətini artırmaq,İstehlakçı gəlirlərini artırmaq,İstehsal xərclərini minimuma endirmək,İxrac asılılığını azaltmaq və daxili bazara yönəlmə,Dövlət nəzarətini gücləndirmək,a
208,Reklam marketinqin digər fəaliyyət sahələrindən əsasən nə ilə fərqlənir?,Məhsul istehsal edildikdən sonra həyata keçirilməsi ilə,Sadəcə daxili bazara yönəlməsi ilə,Yalnız istehsal mərhələsində tətbiq olunması ilə,Satışdan əvvəl tam başa çatdırılması ilə,Yalnız satış heyəti tərəfindən icra olunması ilə,a
209,"Yeni məhsul bazara çıxarıldıqda istehlakçıların məlumat çatışmazlığı dedikdə, əsasən hansı ifadə nəzərdə tutulur?",Məhsulun xammal mənbələrinin haradan gətirilməsi ilə,Məhsulun istehsalçısının daxili idarəetmə sistemi ilə,Məhsulun ixrac potensialı ilə,Məhsulun istehlak xüsusiyyətləri və hansı tələbatı ödəməsi ilə,Məhsulun istehsal texnologiyasının mürəkkəbliyi ilə,d
210,İstehsal olunmuş məhsulun istehlak dəyərinin reallaşması hansı əsas şərtdən asılıdır?,Məhsulun geniş çeşiddə istehsal edilməsindən,Məhsulun beynəlxalq standartlara uyğunluğundan,Məhsulun istehsal xərclərinin az olmasından,Məhsulun yüksək texniki keyfiyyətə malik olmasından,Məhsulun bazarda realizasiya olunmasından,e
211,Reklam kompozisiyasının qəzet materiallarından əsas fərqi nədədir?,Sənədli dəqiqliyində,Minimal vizuallığında,Emosional təsir və obraz yaratmağa yönəlməsində,Neytral informasiyanın verilməsində,Texniki standartlara bağlılığında,c
212,T. Keniqə görə reklamın tez qavranılması üçün başlıqlar niyə vacibdir?,Mətni qısaltdığı üçün,Reklam sahəsini böldüyü üçün,Texniki səhvləri azaltdığı üçün,Qeyri­iradi diqqəti cəlb edib onu saxladığı üçün,Rəngi dəyişdirdiyi üçün,d
213,Reklam mətnində şrift seçimi nəyə uyğun olmalıdır?,Mətnin uzunluğuna,Yalnız oxucu yaşına,Texniki imkanlara,Kağızın növünə,Dizaynerin yaratdığı obraza,e
214,Reklam kompozisiyasında əsas məna yükü nəyin üzərinə düşür?,Tərtibat elementlərinin üzərinə,Qiymət məlumatlarının üzərinə,Statistik faktların üzərinə,Mətnin həcminin üzərinə,Texniki göstəricilərin üzərinə,a
215,Reklam başlıqlarında tez­tez rast gəlinən xüsusiyyət hansıdır?,Hiperbolluq (şişirtmə),Sənədlilik,Rəsmi üslub,Elmi dəqiqlik,Neytrallıq,a
216,Reklam kompozisiyasının əsas məqsədi nədir?,Hadisələri sənədli təqdim etmək,Neytral informasiya vermək,Texniki standartlara riayət etmək,Oxunaqlılığı maksimum artırmaq,"Təsir etmək, inandırmaq və alış­verişə sövq etmək",e
217,Təsviri elementlərə hansılar aid edilir?,"Mətn blokları, Başlıqlar","Başlıqlar, Sətirarası məsafələr","Sətirarası məsafələr, Rəngli və qara­ağ","Şrift qamiturları, Foto və qrafik","Ştrixli, yarımtonlu və qarışıq illüstrasiyalar",e
218,Yığımlı elementlər qrupuna hansı altqruplar daxildir?,Ştrixli və yarımtonlu,Rəngli və qara­ağ,Başlıq və altbaşlıq,"Şriftli, aralıqlı və dekorativ",Foto və qrafik,d
219,İnformasiyanın verilmə üsuluna görə tərtibat elementləri necə qruplaşdırılır?,Rəngli və rəngsiz,Əsas və köməkçi,Texniki və estetik,Yığımlı və təsviri,Statik və dinamik,d
220,Dizayn konsepsiyasının ən vacib xüsusiyyəti nədir?,Reklam kanallarına uyğunluğu,Yalnız estetik tələblərə cavab verməsi,Büdcənin minimum olması,Texniki icranın sadəliyi,Layihənin son ünvanı olan insana yönəlməsi,e
221,Sistemli dizaynın ilk tətbiq olunduğu əsas obyektlərdən biri nə olmuşdur?,Veb­sayt interfeysi,Reklam plakatları,Sosial media dizaynı,"Firma stili (üslubu, tərzi)",Qablaşdırma etiketi,d
222,Dizayn layihəsinin məntiqi və funksional əsaslandırılması zəif olduqda nə baş verir?,satış stimullaşır və Məhsul daha tez satılır,Reklam effekti yüksəlir və İstehsal prosesi sürətlənir,Layihə ilə son məhsul arasında fərq artır və səmərəlilik azalır,İstehsal prosesi sürətlənir və Estetik keyfiyyətlər avtomatik yaxşılaşır,Sadəcə estetik keyfiyyətlər avtomatik yaxşılaşır,c
223,Aşağıdakılardan hansı dizayn vasitələri sisteminə daxildir?,"Reklam mətni və şüar, materialşünaslıq vasitələri",Marketinq analizləri və təhlillər.,"Satış strategiyaları, Reklam mətni və şüar","Semiotik, bədii, texnoloji və materialşünaslıq vasitələri",Yalnız rəng və forma vasitələri,d
224,İnsan biososial sistem kimi hansı xüsusiyyətə malikdir?,Yalnız estetik dəyərlərlə əlaqəlidir,Yalnız bioloji funksiyalara malikdir,Tamamilə texnoloji mühitdən asılıdır,Funksiyaları təbiətdən gəlir və cəmiyyətdə reallaşır,Ancaq sosial münasibətlərdə formalaşır,d
225,Dizayn layihəsinin məzmunu üçün əsas rol oynayan amillər hansılardır?,Texniki avadanlıqlar və texnologiya,"Büdcə, vaxt və reklam kanalları","Təbiət, cəmiyyət, insan və mədəniyyət",Sosial şəbəkələr və media vasitələri,"Qablaşdırma və satış məkanları, məhsul",c
226,İstehlakçının dizayn məhsulunu qavraması əsasən hansı mərhələdən başlayır?,İlkin emosional dərketmə mərhələsindən sonra,Texniki sənədlərin oxunmasından sonra,Uzunmüddətli rasional təhlildən sonra,Reklam mətninin öyrənilməsindən sonra,Məhsulun qiymətinin müqayisəsindən sonra,a
227,Dizaynerin yaratdığı obrazın dizayn məhsulunda reallaşması nə ilə bağlıdır?,Yalnız istehsalat texnologiyasının imkanları və Materialların ucuzluğu ilə,İstehlakçının məhsulu haradan alması ilə,Reklam büdcəsinin həcmi və Dizaynerin peşəkarlığı,Dizaynerin peşəkarlığı və müştəri istəklərini layihədə düzgün əks etdirməsi ilə,Materialların ucuzluğu  və Reklam büdcəsinin həcmi ilə,d
228,Sistemli dizaynın əsas prinsipi nədir?,Hər hansı bir obyektə bütöv və vahid sistem kimi baxmaq,Banner və internet reklam vasitələrinə üstünlük vermək,Nəqliyyat vasitələrində reklamın həcmini artırmaq,Yalnız son elementlərin estetik görünüşünü artırmaq,Reklam lövhələrini yalnız şəhər mərkəzində yerləşdirmək,a
229,1960­cı illərdə Sovet dizaynında bədii konstruksiyaetmə və qrafik dizayn məhsullarının canlanması hansı institutla əlaqələndirilir?,Bakı Dövlət Universiteti,Ümumittifaq Elmi Tədqiqat Texniki Estetika İnstitutu (ÜETTEİ),Rusiya Akademik Teatrı,Moskva Dövlət Universiteti,Azərbaycan Dövlət Mədəniyyət İnstitutu,b
230,Dizaynın inkişafının ikinci mərhələsində (1923–1932) əsas diqqət hansı sahəyə yönəlmişdir?,Kütləvi poçt göndərişləri və vərəqələr,Internet və sosial şəbəkələrdə reklamın tətbiqi,Banner və elektron poçt reklamlarının yaradılması və Təsvirdən konstruksiyaya doğru hərəkat,"Dizaynerlərin peşəkar hazırlanması və yaşayış, ictimai yerlərin interyer layihələndirilməsi",Hava şarlarında və nəqliyyatda reklamın tətbiqi,d
231,Konstruktivizm dizaynda hansı prinsiplə diqqət çəkir?,Nəqliyyat reklamına diqqəti artırmaq,Yalnız vizual estetik ifadəyə üstünlük vermək,Radio və televiziya reklamına yönəlmək,Təsvirdən konstruksiyaya doğru hərəkat və obyektlərin sosial məqsədyönlü təşkili,Paket dizaynını reklamın əsas hissəsi etmək,d
232,Müasir dizaynda “non­dizayn” termini nəyi ifadə edir?,Nəqliyyat vasitələrində reklam və Radio və televiziya reklamını,Paket və qablaşdırma dizaynı və Nəqliyyat vasitələrində reklam,Radio və televiziya reklamını əvəz edən fəaliyyətləri,Yalnız internet banner reklamı,Ənənəvi və müasir dizayn obyektləri və funksiyalarından fərqli fəaliyyət növü,e
233,Predmetlərarası əlaqələr dizaynının yaranması hansı üç istiqamətin birləşməsi ilə mümkün olmuşdur?,"Paket dizaynı, hədiyyə və suvenirlər","Radio, televiziya və internet reklamı","Texniki estetika, konstruksiyaetmə və layihələndirmə","Banner, veb sayt və e­mail reklamı","Marketinq strategiyası, PR və satış stimullaşdırılması",c
234,Predmet dizaynının əsas xüsusiyyəti nədir?,Yalnız paket dizaynına diqqət yetirmək,Nəqliyyat vasitələrində reklam yaymaq,Rəqəmsal marketinq üsullarının tətbiqi,Radio və televiziya üçün vizual məzmun yaratmaq,Obyektin forma və konstruksiya problemləri ilə məhdudlaşması,e
235,"R.Rivsin nəzəriyyəsinə görə, reklamçı hansı strategiyanı istifadə etməlidir?",Paket dizaynını yalnız estetikləşdirmək,Hədiyyə və suvenirlər vasitəsilə məhsulu tanıtmaq,Malların qiymətini manipulyasiya etmək,Televiziya və radio proqramlarında görünmək,Verilmiş mal nişanını alıcıların gözündə rəqiblərin məhsulundan üstün göstərmək,e
236,Dizaynda utilitarlığın prioritet olması nəyi ifadə edir?,"Forma yalnız estetik məqsəd üçün yox, funksionallıq və faydalılıq üçün nəzərdə tutulur",Malların yalnız paket dizaynı dəyişdirilir,Yalnız rəqiblərin məhsullarını təhlil etmək nəzərdə tutulur,Reklam vasitəsi ilə məhsulun qiyməti artırılır,Malların yalnız görünüşü cəlbedici olur,a
237,Müasir dizaynın formalaşmasının qlobal səbəblərindən biri hansıdır?,Xüsusi reklam agentliklərinin yaradılması,Yalnız texniki estetika üzrə ilk əsərlərin yazılması,Rəssam və tipoqrafların fəaliyyətinin artması,Sosial­iqtisadi dəyişikliklər və funksionallığa yönəlmiş tələblər,Qəzet və nəşrlərin tirajının yüksəlməsi,d
238,Sənaye dizaynını dekorativ­tətbiqi incəsənətdən prinsipial fərqləndirən əsas prinsip nədir?,"Utilitarlığın üstünlüyü, yəni funksionallıq və faydalılıq ön plandadır",Yalnız reklamla məhsulun görünüşü dəyişdirilir,Fərdi sənətkarın ifadəsi üstün tutulur,Rəng və forma yalnız estetik məqsəd üçün seçilir,Mallar yalnız vizual olaraq cəlbedici olur,a
239,R.Rivsin nadir ticarət təklifi nümunəsi dizaynda hansı prinsipi göstərir?,Yalnız estetik cəhətləri vurğulamaq,Reklamda ikinci əl məlumatdan istifadə etmək,Məhsulun texniki xüsusiyyətlərini manipulyasiya etmək,Məhsulu yalnız qiyməti ilə seçmək,Alıcının məhsulu rəqiblərin məhsulundan üstün görməsini təmin etmək,e
240,Dizaynın estetikləşdirmə funksiyasının əsas məqsədi hansıdır?,Reklamın qiymətini artırmaq,Malları yalnız dekorativ məqsədlə dəyişdirmək,Məhsulun texniki xüsusiyyətlərini gizlətmək,Yalnız rəqiblərin məhsullarını tənqid etmək,Məhsulu alıcı üçün cəlbedici etmək və satışını stimullaşdırmaq,e
241,"Hər hansı bir şirkətin məhsullarının satışında geniş yayılmış, kütləvi və ənənəvi olaraq qəzet və jurnallarda aparılan reklam forması hansıdır?",Mətbuatda reklam,Radio verilişləri,Televiziya reklamı,Sosial media reklamı,Birbaşa satış,a
242,İnternetdə əsas reklam daşıyıcıları hansılardır?,"Radioreklam süjetləri, Hava şarları","Televiziya telerolikləri, elektron poçt","Hava şarları, Standart küçə lövhəsi","Banner, veb­sayt, elektron poçt","Standart küçə lövhəsi, veb­sayt",d
243,Siti­format konstruksiyası hansı xüsusiyyətə malikdir?,"Binanın bütün divarında yerləşir, iri həcmlidir",Supersayt reklamı deyil. 1.5x1.8 m ölçülüdür,Radioreklamın geniş yayılmış formasıdır,"1.2x1.8 m ölçülü, əsasən yeraltı keçid və ictimai nəqliyyat üçün nəzərdə tutulur",Televiziya reklamının bir növüdür,d
244,Brandmauer hansı xarici reklam növüdür?,Standart küçə lövhəsi,Supersayt reklamı,Radioda istifadə olunan süjet­audiorolik,Həcmi 1.2x1.8 m olan dayanacaq konstruksiyası,Binanın pəncərəsi olmayan bütöv divarında yerləşdirilən iri reklam konstruksiyası,e
245,Xarici reklam üçün əsas tələblər hansıdır? Biri yanlış göstərilmişdir.,"yığcamlıq, aydınlıq",hərəkət zamanı asan oxunaqlıq,özünə diqqəti cəlb etmək,"gözə tez­tez dəymək, aydınlıq",geniş və mürəkkəb,e
246,Televiziyada təsviri rolik hansı tip reklamdır?,Sponsorluq proqramı,İnformasiya məzmunlu,Paradoksal qarşılaşdırmalar,Xoş əhval yaradan,Telemaqazin,b
