question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
220,Bərpa mərhələsi hansı məqsədə xidmət edir?,"İncremental backup almaq","Firewall parametrlərini dəyişmək","Normal əməliyyatları bərpa etmək","Tabletop testini icra etmək","Logları toplamaq",c
221,Post-incident analizi hansı nəticəyə gətirir?,"Full backup almaq","Gələcəkdə oxşar insidentlərin qarşısını almaq","VPN tunellərini yaratmaq","Switch port security tətbiq etmək","Firewall söndürmək",b
222,Digital forensics hansı hallarda istifadə olunur?,"Offline backup planını tətbiq etmək","Tabletop testini icra etmək","Hücumdan sonra sübut toplamağa və analiz etməyə","Komanda üzvlərinin təlimini əvəz etmək","Sistem performansını ölçmək",c
223,Chain of custody nəyə xidmət edir?,"Simulyasiya testini icra etmək","İncremental backup almaq","Sübutların dəyişmədən qorunması","Full backup-un sürətini artırmaq","Firewall konfigurasiyasını dəyişmək",c
224,DRP planı olmadan nə baş verə bilər?,"Tabletop testini icra etmək","Switch portlarını test etmək","Fəlakət sonrası məlumat və əməliyyat itkisi","Backup planını sürətləndirmək","Firewall parametrlərini avtomatik dəyişmək",c
225,RTO və RPO niyə vacibdir?,"DRP məqsədini ölçmək üçün","Offline backup planını icra etmək üçün","Antivirus scan-larını əvəz etmək üçün","Simulyasiya testini əvəz etmək üçün","Logların toplanmasını dayandırmaq üçün",a
226,Full backup nə üçün əsasdır?,"Bütün məlumatları bərpa etmək üçün","Yalnız dəyişmiş faylları saxlamaq üçün","Tabletop testini icra etmək üçün","Firewall parametrlərini dəyişmək üçün","RPO ölçmək üçün",a
227,Differential backup hansı üstünlüyə malikdir?,"Son full backup-dan bəri dəyişən faylları saxlayır","Tam sistemi bərpa edir","Simulyasiya testini əvəz edir","Offline backup planını icra edir","Switch port security tətbiq edir",a
228,Incremental backup hansı üstünlüyə malikdir?,"RTO və RPO ölçmək","Firewall parametrlərini dəyişmək","Tam sistemi bərpa etmək","Minimum yer və zamanla backup almaq","Tabletop testini icra etmək",d
229,Offline backup nə zaman istifadə olunur?,"Şəbəkədən ayrılmış təhlükəsiz mühitdə","SIEM sistemi olmadan","Switch port security tətbiq etmək üçün","Router sürətini artırmaq üçün","Online backup ilə əvəz olunur",a
230,Tabletop test hansı məqsədə xidmət edir?,"Full backup-un avtomatik icrasını əvəz edir","Komandanın DRP planını nəzərdən keçirməsi","RPO və RTO ölçmək üçün","Simulyasiya testini əvəz edir","Firewall parametrlərini dəyişmək üçün",b
231,Simulation test nəyi yoxlayır?,"Offline backup planını icra etmək","Tabletop testini əvəz etmək","Full backup-u əvəz etmək üçün","Fəlakət ssenarisində planın işləkliyini","Switch port parametrlərini yoxlamaq",d
232,Real test hansı hallarda həyata keçirilir?,"Nadir halda, həqiqi DRP tətbiqi","Tabletop testini əvəz etmək üçün","Simulyasiya testini dayandırmaq üçün","Backup strategiyasını dəyişmək üçün","Logları avtomatik toplamaq üçün",a
233,İnsident aşkarlanmasında loglar niyə vacibdir?,"Backup planını icra etmək","Firewall parametrlərini dəyişmək","Tabletop testini dayandırmaq","Simulyasiya testini əvəz etmək","Hücum nümunələrini göstərir",e
234,SIEM sistemi necə kömək edir?,"Tabletop testini əvəz edir","Offline backup planını icra edir","Firewall parametrlərini dəyişir","Full backup-u avtomatik icra edir","Real-time insident aşkarlanması və analiz",e
235,RTO hansı vəziyyətdə istifadə olunur?,"Firewall parametrlərini dəyişmək","Simulyasiya testini əvəz etmək","Sistemin bərpa müddətini planlaşdırmaq","İncremental backup almaq","Offline backup-u dayandırmaq",c
236,RPO hansı vəziyyətdə istifadə olunur?,"Simulyasiya testini dayandırmaq","Bərpa üçün məlumat itkisini ölçmək","Full backup-u əvəz etmək","Firewall parametrlərini dəyişmək","Tabletop testini icra etmək",b
237,Backup strategiyaları hansı məqsədə xidmət edir?,"Tabletop testini dayandırmaq","Switch port security tətbiq etmək","Firewall parametrlərini dəyişmək","Simulyasiya testini əvəz etmək","Məlumat itkisini minimuma endirmək və bərpa etmək",e
238,DRP testlərinin növləri hansılardır?,"Sistem hardening addımları","Firewall konfigurasiyası və port bloklanması","Tabletop, Simulation, Real test","Antivirus scan və log analizləri","Parol siyasəti və şəbəkə segmentasiyası",c
239,Tabletop test hansı üstünlüyə malikdir?,"SQL Injection simulyasiyası","VPN tunellərinin konfigurasiyası","Təhlükəsiz mühitdə planın nəzərdən keçirilməsi","Serverlərin performans test edilməsi","",c
240,Simulation test hansı hallarda effektivdir?,"Firewall loglarının monitoringi","Switch port security testləri","Fəlakət ssenarisi simulyasiyası və plan yoxlanması","Parol dəyişiklik siyasətinin tətbiqi","Endpoint antivirus sürətinin ölçülməsi",c
241,Real testin riski nədir?,"Antivirus davranışının dəyişməsi","Backup fayllarının şifrələnməsi","Həqiqi əməliyyatlarda problemlərin baş verməsi","Logların vaxtında toplanmaması","SIEM alətinin yanlış konfigurasiyası",c
242,Digital forensics nəyi təmin edir?,"Patch management və update planı","Load balancing parametrlərinin tənzimlənməsi","Sübutların etibarlı toplanması və analiz","Firewall konfigurasiyası və port açma","VPN tunellərinin yaradılması",c
243,Chain of custody olmadan nə baş verə bilər?,"VPN trafikində gecikmə yaranır","Backup-lar tam bərpa olunmur","Sübutlar məxfi və ardıcıl saxlanmır, hüquqi təsir zəifləyir","Sistem performansı düşür","SQL injection hücumları avtomatik bloklanır",c
244,DRP və BCP arasındakı əsas fərq nədir?,"Parol siyasəti və şəbəkə segmentasiyası üçün nəzərdə tutulub","Yalnız endpoint və sistem hardening-lə məşğul olur","DRP fəlakət sonrası bərpa, BCP biznesin fasiləsizliyi","Hər ikisi yalnız firewall və antivirusla bağlıdır","RTO və RPO ölçmək üçün eyni metodu istifadə edirlər",c
245,RTO və RPO necə istifadə olunur?,"Firewall və IDS parametrlərini yoxlamaq","VLAN-ları yaratmaq və bölmək","Bərpa müddətini və məlumat itkisini ölçmək","Switch və router konfigurasiyasını planlaşdırmaq","Antivirus və EDR testlərini həyata keçirmək",c
246,Full backup-un üstünlüyü nədir?,"IR mərhələlərini əvəz etmir","Bərpa müddətini ölçmür","Sistemin tam bərpasına imkan verir","Yalnız dəyişən faylları saxlayır","İncremental backup üçün başlanğıc olaraq istifadə olunmur",c
247,Incremental backup-un üstünlüyü nədir?,"RTO və RPO ölçmür","Tabletop test üçün nəzərdə tutulub","Minimum yer və vaxtla backup almaq","Bütün sistemi tam bərpa edir","Full backup ilə eyni funksiyanı yerinə yetirir",c
248,DRP testləri niyə vacibdir?,"Firewall və IDS testlərini əvəz edir","VLAN konfigurasiyası tələb edir","Planın işləkliyini yoxlamaq və təkmilləşdirmək","Full backup və incremental backup-u birləşdirmək","Sistem hardening üçün əsasdır",c
249,DRP-nin ən yaxşı praktikası hansıdır?,"SIEM və log analizi olmadan həyata keçirilir","Tabletop və simulation testlərini əvəz etmək","Planlı testlər, backup strategiyaları və komandaların hazırlığı","Full backup və incremental backup-un kombinasiyası","Sistem və şəbəkə performansının artırılması",c
250,DRP testləri zamanı hansı hallarda post-incident analiz xüsusilə vacibdir?,"Real test və simulation testdən sonra təcrübələri qiymətləndirmək və gələcək planları təkmilləşdirmək","Backup fayllarını şifrələmək və offline backup-u yoxlamaq","Switch port parametrlərini optimallaşdırmaq və şəbəkə performansını artırmaq","Antivirus imzalarını güncəlləmək və endpointlarda tarama aparmaq","Router konfigurasiyasını dəyişərək VPN tunellərini yeniləmək",a
