question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
159,Bunlardan hansı dövlətin vəzifələrinə daxil deyil?,müqavilələrə əməl edilməsinin təmin edilməsi,mülkiyyət hüquqlarının spesifikasiyası (dəqiqləşdirilməsi),müvafiq institutlaırn davamlılığını təmin edən təşkilatların yaradılması və onlaırn fəaliyyətinin təşkili,cəmiyyətin institutsional strukturunun yaradılması,bazarlarda qiymət tarazlığının təmin edilməsi.,e
160,Sovet dövründə Azərbaycanda sənayenin inkişafına xas olmayan əlamət hansıdır?,Azad bazar rəqabəti və beynəlxalq inteqrasiya şəraitində inkişaf edirdi,bütün mülkiyyət dövlərin əlində cəmləşmişdi və müəssisələri ancaq dövlət yaradırdı,xüsusi mülkiyyət və sahibkarlıq fəaliyyəti qadağan idi,Azərbaycan sənayesi SSRİ-nin vahid xalq təsərrüfatı kompleksinin tərkib hissəsi idi,sənaye sərt mərkəzləşdirilmiş planlı idarəetmə əsasında inkişaf etdirilirdi,a
161,XIX əsrin II yarısı – XX əsrin əvvəllərində Azərbaycanda formalaşaşmağa başlayan neftdən kənar sənaye sahələri hansılar idi?,"neft maşınqayırması, metal emalı, kimya sənayesi, nəqliyyat","pambıq emalı, yüngül sənaye, yeyinti sənayesi, metallurgiya, nəqliyyat vasitələrinin istehsalı","qida sənayesi, toxuculuq, tikiş sənayesi, məişət avadanlıqları istehsalı","Şərabçılıq, metallurgiya, toxuculuq və tikinti materialları istehsalı","gəmiqayırma, avtomobil sənayesi, toxuculuq sənayesi, yeyinti sənayesi",d
162,XIX əsrin sonu – XX əsrin əvvəllərində Bakı neft sənayesində hansı əcnəbi ölkənin kapitalı üstünlük təşkil edirdi?,Almaniya,ABŞ,Fansa,Hollandiya,Ingiltərə,e
163,Neftlə başlanan kapitalist cəmiyyətinin quruculuğu prosesinin Azərbaycan üçün ən əhəmiyyətli tərəfi aşağıdakılardan hansı hesab oluna bilər?,XIX əsrin sonlarında və XX əsrin ilk illərində Azərbaycanın neft hasilatına görə dünya liderləri arasında olamsı,Bunların hamısı,Azərbaycanın milli sahibkarlar təbəqəsinin – milli burjaziyanın formalaşmağa başlaması,"Bakı neft sənayesində əcnəbi və rus kapitalistlərinin sərt rəqabətinin mövcudluğu, Bakıya əcnəbi maliyyə kapitalının gəlməsi",Bakı neft sənayesinə xarici investorların gəlməsi və neft hasilatının artması,c
164,Azərbaycanda sənayeləşmənin başlanğıcı hesab olunan hadisə hansıdır?,Təhkimçilik hüququnun ləğv edilməsini,Bakı neftinə xarici investorların cəlb edilməsini,Bakıda neftin Sənaye üsulu ilə hasilatına başlanılması,Azərbaycanda sovet hakimiyytinin qurulmasını,Bakı ətrafında neftin tapılmasını,c
165,Azərbaycanda ilkin sənaye münasibətlərinin formalaşması hansı sahə ilə bağlıdır?,kənd təsərrüfatı məhsullarının emalı ilə,toxuculuq sənayesi ilə,gəmiçiliklə,Neft hasilatı ilə,ipəkçiliklə,d
166,Azərbaycanda ilkin sənaye münasibətlərinin formalaşması hansı dövrə təsadüf edir?,XVIII əsrin sonlarına,XX əsrin əvvəllərinə,XIX əsrin sonlarına,XIX əsrin 2-ci yarısına,XIX əsrin əvvəllərinə,d
167,Bunlardan hansı sahə nişanəsi üzrə ixtisaslaşmış konkret iqtisad elmlərinə aid deyil?,aqrar-sənaye kompleksinin iqtisadiyyatı,tikintinin iqtisadiyyatı,nəqliyyatın iqtisadiyyatı,"Əməyin iqtisadiyyatı,",sənayenin iqtisadiyyatı,d
168,Sənaye haqqında hansı fikir doğrudur?,kommersiya təşkilatıdır,kənd təsərrüfatının bir sahəsidir,səhmdar cəmiyyətlərinin məcmusudur,maşınqayırmanın tərkib hissəsidir,Maddi istehsalın bir sahəsidir,e
169,Aşağıdakılardan hansı emal sənayesinin işlərinə aid deyil?,"xammal və materiallar müəyyən fiziki, mexzniki, kimyəvi və başqa üsullarla emal olunur",xammal və materialların istehlak dəyərində xassə dəyişiklikləri baş verir,məhsul istehsalı ya kimya texnologiyasına ya da mexaniki texnologiyaya əsaslanır,xammal və materiallar emal prosesindən keçir və yeni istehlak dəyərlərinə çevrilir,"Xam materialları təbiətdən əldə edir, yerin təkindən hasil edir və ilkin emal üçün hazırlayır",e
170,Opportunist davranış xərcləri dedikdə nə başa düşülür?,"müqavilələrə, qanun və qaydalara əməl edilməsinə nəzarətin təşkili ilə bağlı xərclər",istehsal və satış xərclərinin hamısı,"müqavilələrin, qanun və qaydaların yaradılması ilə bağlı xərclər","Aldatma, saxtakarlıq, razılaşmalara əməl edilməməsi və buna oxşar başqa davranışların yaratdığı xərclər",firmanın yerləşdirmə yerinin müəyyən edilməsi və zəruri icazələrin alınması xərcləri,d
171,Aşağıdakılardan hansı qeyri-formal məhdudiyyətlərə (institutlara) aiddir:,sərəncam və qərarlar,konstitusiya,təlimatlar,Vərdişlər,qanunlar,d
172,Aşağıdakılardan hansı formal məhdudiyyətlərə (institutlara) aiddir:,vərdişlər,adət-ənənələr,"yazılmamış, amma cəmiyyət üzvlərinin əməl etdikləri davranış kodeksləri",bunların heç biri,Müqavilələr.,e
173,İnstitutlar nədir?,bunların hamısı,insanlar aralarındakı qarşılıqlı fəaliyyətlər üçün məhdudiyyətlərii müəyyən edən və bunları icra edən elmi-praktik xarakterli tədris müəssisələridir,insanların öz aralarındakı qarşılıqlı fəaliyyətləri üçün müəyyən etdikləri məhdudiyyətlərii yerinə yetirilməsini təmin etmək üçün yaradılmış qurumlardır,İnsanların öz aralarındakı qarşılıqlı fəaliyyətləri üçün müəyyən etdikləri məhdudiyyətləri əks etdirir.,öz aralarında ümumi maraqlarla bağlı olan fərdlər qrupundan ibarətdir,d
174,Aşağıdakılardan hansı təşkilatlara aid deyil?,həmkarlar ittifaqları,Qanunlar,dövlət idarəetmə xidmətləri (qurumları),siyasi partiyalar,dini qurumlar,b
175,Sosial institutların başlıca funksiyası nədir?,müqavilələrin maksimumlaşdırılması,istehsal funksiyası,istehlak funksiyası,Transaksiya xərclərinin Minimumlaşdırması,transaksiya xərclərinin tam aradan qaldırılması,d
176,Aşağıdakıların hansında müəyyən institutsional ierarxiyaya (yuxarı qəbildən olan - aşağı qəbildən olan normalar)təmin olunub?,fərman – qanun – inzibati akt – qərar - əmr,Konstitusiya – qanun – fərman - qərar - inzibati akt.,konstitusiya – qanun – inzibati akt – qərar - fərman,konstitusiya – fərman –qanun - qərar - inzibati akt,qanun - fərman - konstitusiya - qərar - inzibati akt,b
177,Stimulları yaradan nədir?,texnologiyanın inkişaf səviyyəsi,İnstitutlar və Cəmiyyətin institusional strukturu,təhsil və maarifləndirmə,resursların məhdudluğu,texniki tərəqqi,b
178,"İnstitutsionalizmə görə, ölkənin kasıblığı bununla bağlıdır:",təbii resursların azlığı və əhali artıqlığı,İnstitusional məhdudiyyətlər və Stimul çatışmazlığı,savadsızlıq və əhalinin mentaliteti,işsizlik və bədxərclik,resursların məhdudluğu və qıtlıq,b
179,Bunlardan hansı cəmiyyətin institutsional quruluşuna daxil deyil?,hakimlik və məhkəmə sistemi,Texniki və Texnoloji amillər,hüquqi sistem,siyasi quruluş və hakim ideologiyalar,qanunçuluğa əməl edilməsinin təminatı sistemi,b
180,Bunlardan hansı cəmiyyətin institutsional quruluşuna daxil deyil?,iqtisadiyyatin dövlət tənzimlənməsi sistemi,Fiziki kapital.,hökumətin iqtisadi siyasəti,ictimai dəyərlər və mədəni mühit,sosial kapital,b
181,İqtisadi Azadlıq İndeksinin hesablanması zamanı aşağıdakı göstəricilər qrupunun hansından istifadə edilmir?,hökumətin məhdudluğu,Resursların məhdudluğu.,tənzimləmənin səmərəliliyi,bazarların açıqlığı,qanunun aliliyi,b
182,Mədənçıxarma sənayesinə aid aşağıdakı sənaye sahələrindən hansı ölkəmizdə yoxdur?,tikinti materialları hasilatı,neft və qaz hasilatı,əlvan metal filizlərinin hasilatı,"kömür, torf və başqa yanar maddələr hasilatı",qara metal filizlərinin hasilatı,d
183,Aşağıdakı sənaye sahələrindən hansı mədənçıxarmaya aid deyil?,"kimyəvi xammal hasilatı (kükürd, müxtəlif duzlar, kükürd kolçedanı, appatit və s.)","yerin təkindən çıxarılan tikinti materialları (daş, qum, çınqıl, gips və başqa) istehsalı",neft və qazçıxarma,Rezin və plastmas məmulatların istehsalı,filiz və qeyri-filiz kimi mineral xammalı hasil edən sənaye sahələri,d
184,Sənayenin sahə quruluşu nədir?,cavab variantlarının heç biri doğru deyil,sənayeni müəyyən əlamətlərə görə altsahələrə bölünməsidir,Sənayenin tərkibinə daxil olan sahələrin kəmiyyət nisbəti və onlar arasındakı qarşılıqlı əlaqələrdir,sənayeyə daxil olan iqtisadi fəaliyyət növlərinin tərkib siyahısıdır,Eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal (hasil) edən müəssisələrin məcmusudur,e
185,Aşağıdakılardan hansı süni yolla alınan xammal və materiallara aid deyil?,süni liflər,sintetik liflər,dəri əvəzləyicisi,sintetik kauçuk,Üzvi liflər,e
186,Aşağıdakılardan hansı süni yolla alınan xammal və materiallara aiddir?,rezin,plastik qablar,üzvi liftlər,Dəri əvəzediciləri.,xam dəri,d
187,Aşağıdakı sənaye sahələrindən hansı emal sənayesinə aid deyil?,qida məhsullarının istehsalı,toxuculuq sənayesi,geyim istehsalı,Tikinti (mişar) daşı stehsalı,İçki istehsalı,d
188,Sənaye istehsalı indeksi (Sİİ) nədir?,eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal (hasil) edən müəssisələrin məcmusudur,Sənayenin tərkibinə daxil olan sahələrin kəmiyyət nisbəti və onlar arasındakı qarşılıqlı əlaqələrdir,verilmiş cavab variantlarının heç biri doğru deyil,sənayeyə daxil olan iqtisadi fəaliyyət növlərinin tərkib siyahısıdır,Müəyyən bir dövr ərzində istehsal olunmuş mal və xidmətlərin həcminin (dəyər ifadəsində) başqa bir dövrlə müqayisəsi olmaqla Real dəyişikliyi əks etdirir,e
189,Aşağıdakılardan hansı süni yolla alınan xammal və materiallara aiddir?,süni və sintetik liflər,süni qətran,sintetik kauçuk,plastik kütlə,Bunların hamısı,e
190,Aşağıdakılardan hansı qeyri-filiz xammalıdır?,torf,alunit,Tikinti daşı,xam neft,mis filizi,c
191,Aşağıdakılardan hansı filiz xammalıdır?,duz,kömür,təbii qaz,kükürd,Dəmir filizi,e
192,Aşağıdakılardan hansı mineral xammalın səciyyəvi xüsusiyyəti deyil?,Onların hasil olunma rayonları sayca qeyri-məhduddur,eyni bir yataqdan təkrar isteh-salı bərpa olunmur,onların hasil -olunma rayonları sayca məhduddur,bunlar tükənən resurslardır,onlar yerin təkindən çıxarılır,a
193,Bunlardan hansı mineral xammala aid deyil?,yanacaq xammalı,qeyri-filiz xammalı,filiz xammalı,bunların hamısı mineral xammaldır,Plastik kütlə xammalı,e
194,“Sənaye inqilabı” termini nəyi ifadə edirdi?,məhsuldar qüvvələrin tədrici inkişafını,məhsuldar qüvvələrin artımını,məhsuldar qüvvələrin inkişafındakı dəyişikliyi,məhsuldar qüvvələrin inkişafındakı keyfiyyət sıçrayışını,məhsuldar qüvvələrin gücünün artmasını,d
195,Doing Business (Biznesə başlama) İndeksi hansı tezliklə hazırlanır?,2 ildən bir,Hər il (ildə bir dəfə),5 ildən bir,ildə 2 dəfə,3 ildən bir,b
196,D. Norta görə “institutlar” nədir?,bir-birləri ilə qarşılıqlı fəaliyyətlərində dövlət və firmaların əməl etdikləri davranış çərçivələridir,Bir-birləri ilə qarşılıqlı fəaliyyətlərində insanların əməl etdikləri davranış çərçivələridir.,bir-birləri ilə qarşılıqlı fəaliyyətlərində insanların əməl etmədikləri davranış çərçivələridir,bir-birləri ilə qarşılıqlı fəaliyyətlərində firmaların əməl etdikləri davranış çərçivələridir,bazar fəaliyyətində tələblə təklifin tarazlıq halına gətirən davranış çərçivələridir,b
197,Aşağıdakılardan hansı bazarların “uğursuzluqları”nı tənzimləyən institutlara aiddir?,"effektiv siyasi güc, parlament, müstəqil məhkəmə sistemi","Antiinhisar tənzimlənməsini, ətraf mühitin mühafizəsi institutları","pensiya sistemləri, işsizlikdən müdafiə və digər sosial fondlar",pul-kredit tənzimlənməsi və fiskal tənzimləmə institutları,"davranış kodeksləri, adət-ənənələr, vərdişlər",b
198,Aşağıdakılardan hansı bazarı Legitimləşdirən institutlara aiddir?,"davranış kodeksləri, adət-ənənələr, vərdişlər","Pensiya sistemləri, İşsizlikdən müdafiə və digər Sosial fondlar","effektiv siyasi güc, parlament, müstəqil məhkəmə sistemi",pul-kredit tənzimlənməsi və fiskal tənzimləmə institutları,"antiinhisar tənzimlənməsini, ətraf mühitin mühafizəsi institutları",b
199,Aşağıdakılardan hansı formal institutlara aid deyil?,"müqavilələr, təlimatlar",Adət-Ənənələr,"fərman, sərəncam və qərarlar",konstitusiya,qanunlar,b
200,M. Porter rəqabər üstünlüklərini necə qruplaşdırır?,Ölkədaxili üstünlüklər və ölkəxarici üstünlüklər,Resurs üstünlükləri və texnoloji üstünlüklər!,Resurs üstünlükləri və maliyyə üstünlüklər,Sahədaxili üstünlüklər və sahələrarası üstünlüklər,Maliyyə üstünlükləri və texnoloji üstünlüklər,b
201,Aşağıdakılardan hansı sahənin rəqabətqabiliyyətlilik göstəricisidir?,sahənin əlavə dəyəri,sahənin ÜDM-i,PRODY.,sahənin ümumi istehsalı,sahədə tətbiq olunan yeniliklərin ümumi dəyəri,c
202,Azərbaycan sənayesinin hansı sahəsi beynəlxalq səviyyədə rəqabətqabiliyyətli hesab edilir?,yüngül sənaye,maşınqayırma sahəsi,qida məhsulları istehsalı,Neft-Qaz sənayesi,neftayırma və neft emalı sənayesi,d
203,Rəqabətqabiliyyətlilik aşağıdakı iqtisadi obyektlərədn hansının əlaməti ola bilər?,firmalar,ölkələr,ev təsərrüfatları,Bunlaırn hamısı,sahələr,d
204,Ən ümumi şəkildə “rəqabətqabiliyyətlilik” nədir?,bəhsləşmədə rəqiblərini sıradan çıxarmaq üçün potensialın mövcudluğudur,ən müasir və güclü avadanlıqlara və heyətə malik olmaqdır,daha çox məhsul ixrac etməyi bacarmaqdır,"Bəhsləşmədə (yarışmada, mübarizədə) qalib gəlmək üçün potensialın mövcudluğudur.","ən müasir texnologiyalara, böyük insan və maliyyə resurslarına malik olmaqdır",d
205,İqtisad elmində aşağıdakı terminlərdən hansı istifadə edilir?,Qeyd edilənlərin hər üçü,“ixracın diversifikasiyası”,bunların heç biri,“istehsalın diversifikasiyası”,“iqtisadiyyatın diversifikasiyası”,a
206,Azərbaycana iqtisadi və ixrac diversifikasiyası nə üçün lazımdır?,idxalı əvəzləməklə daxili bazarda yerli istehsal mallarının satışını artırmaq üçün,bunların heç biri,ölkədən valyuta axınının azaldılmasına və ölkəyə daha çox valyuta gətirilməsini təmin etmək üçün,Qeyd edilənlərin hər üçü.,ölkəyə valyuta gətirilməsinin bir sektordan asılılığını aradan qaldırmaq üçün,d
207,Sənaye parklarının yaradılmasında aparıcı iştirakçı kim olmalıdır?,hökumət,qeyri-hökumət təşkilatları,Özəl sektor,ictimaiyyət,dövlət müəssisələri,c
208,“Sənaye inqilabı” terminini elmi dövriyyəyə gətirən kim olub? (1),ingilis alimi M. Faradey,ingilis alimi A. Toynbi,ingilis alimi C. Uatt,amerikalı alim C. Stiqler,alman alimi V. Maybax,b
209,Aşağıdakı əlamətlərdən hansı sənayenin inkişafının manufaktura mərhələsinə uyğun deyil?,əmək bölgüsü olub,kapitalist sənayesinin inkişafının ikinci mərhələsi hesab olunur,Qərbi Avropa ölkələrində XVI əsrin ortalarında start götürub və XVIII əsrin 60-ci,Emalatxana sahibi eyni vaxtda eyni işləri yerinə yetirən çox sayda muzdlu işçi çalışdırıb,əsasən sadə sənətkarlıq əl texnikasına əsaslanıb,d
210,Aşağıdakı əlamətlərdən hansı sadə kapitalist kooperasiyası mərhələsinə uyğun deyil?,bütün istehsal prosesləri əsasən sadə əl əməyinə söykənib,kapitalist sənayesinin inkişafının ilkin mərhələsi olub,emalatxana sahibi eyni vaxtda eyni işləri yerinə yetirən çox sayda muzdlu işçi çalışdırıb,Əsasən sadə sənətkarlıq əl texnikasına və əmək bölgüsünə əsaslanıb,əmək bölgüsü olmayıb,d
211,Kapitalist sənayesinin inkişafı mərhələləri hansılardır?,kapitalist sənətkarlıq emalatxanası – manufaktura – fabrik - zavod,sənətkarlıq emalatxanası – manufaktura – fabrik,sadə kapitalist kooperasiyası – manufaktura – iri maşınlı sənaye – robot sənayesi,sənətkarlıq emalatxanası – sənətkarlıq müəssisəsi – manufaktura - fabrik,Sadə kapitalist kooperasiyası – manufaktura – iri maşınlı sənaye (fabrik),e
212,Əmtəə təsərrüfatı nə vaxt meydana çıxdı?,kapitalist sənayesinin meydana çıxması ilə,şəhərlərin meydana çıxması ilə,kənd təsərrüfatı istehsalının yaranması ilə,Sənətkarlığın kənd təsərrüfatından ayrılması ilə,əkinçiliyin heyvandarlıqdan ayrılması ilə,d
213,Sənayenin ilkin rüşeymi hesab olunur,əkinçilik,manufaktura,nemətlərin toplanması fəaliyyəti,Sənətkarlıq,heyvandarlıq,d
214,"Sənayenin ilkin əsasları, çox primitiv formada olsa da, nə zaman meydana çıxmış hesab olunur?",insanların sürü halında yaşadığı dövrdə,sadə kapitalist kooperasiyası mərhələsində,ilkin kapital yığımı dövründə,Natural kəndli təsərrüfatı çərçivəsində,istehsalın meydana çıxmasından əvvəlki dövrdə,d
215,Əmək predmetinə təsiretmə xarakterinə görə sənaye sahələri necə təsnifləşdirilir?,istehsal vasitələri istehsal edən sənaye sahələri və istehlak şeyləri istehsal edən sənaye sahələri,sənayenin “A” və “B” bölmələri,"ağır sənaye, yüngül sənaye və yeyinti sənayesi",Mədənçıxarma sənayesi və emal sənayesi,"fondtutumlu, əməktutumlu, kapitaltutumlu, enerjitutumlu, materialtutumlu sənaye sahələri",d
216,Aşağıdakı sənaye sahələrindən hansı əsasən istehsal vasitələri istehsal edən sənayeyə aiddir?,toxuculuq sənayesi,yeyinti sənayesi,tikiş sənayesi,Metallurgiya sənayesi,ayaqqab sənayesi,d
217,Məhsulun aldığı iqtisadi təyinatına görə sənaye sahələri necə təsnifləşdirilir?,"ağır sənaye, yüngül sənaye və yeyinti sənayesi",sənayenin “A” və “B” bölmələri,mədənçıxarma sənayesi və emal sənayesi,"fondtutumlu, əməktutumlu, kapitaltutumlu, enerjitutumlu, materialtutumlu sənaye sahələri",İstehsal vasitələri istehsal edən sənaye sahələri və istehlak şeyləri istehsal edən sənaye sahələri,e
218,Aşağıdakılardan hansı sənaye sahəsini müəyyən edən şərtlər sırasına daxildir?,xüsusi (bənzərsiz) peşə-ixtisas tərkibinə malik mühəndi -texniki və fəhlə kadrları olan,Eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal edən,məhsulun iqtisadi təyinatından asılı olamayaraq oxşar ümumi və istehsal strukturuna malik,həmcins xammal və material istehlak edən,oxşar maşınlar sistemi və texnoloji  istehsal üsu¬lu tətbiq edən,b
219,Bunlardan hansı sənaye parklarının yaradılmasının birbaşa nəticəsi ola bilməz?,ölkənin ixrac qabiliyyətinin genişlənməsi,məşğulluq səviyyəsinin yüksəlməsi,qeyri-neft sektorunun inkişafı,Əhalinin istehlakının artması,daxili bazarda yerli istehsal mallarının artması,d
220,Sənaye parklarının yaradılmasında əsas məqsədi nədir?,sənayenin bütün sahələrinin əlaqəli və sistemli inkişafının təmin edilməsi,sahibkarlıq fəaliyyəti ilə məşğul olan fiziki və hüquqi şəxslərə dövlət dəstəyi məqsədilə kreditlərin cəlb edilməsini və təyinatı üzrə istifadəsini təmin etmək,öz vəsaiti hesabına müddətli investisiya qoyuluşları vasitəsilə ölkədə iqtisadiyyatın qeyri-neft sektorunun inkişaf etdirilməsi,İnnovativ və yüksək texnologiyalar əsasında rəqabət qabiliyyətli sənaye istehsalının inkişafının təmin edilməsi.,"sahibkarlığın, xüsusilə kiçik və orta sahibkarlığın inkişafına və əhalinin işgüzarlıq fəaliyyətinin artırılmasına maliyyə dəstəyi göstərmək",d
221,Aşağıdakılardan hansı diversifikasiya institutları sırasına aid deyil?,sənaye parkları,Aqua-parklar,sənaye-texnologiya prakları,yüksək texnologiyalar parkı,sənaye məhəllələri,b
222,Sahibkarlığa Kömək Milli Fondunun əsas məqsədi nədir?,mövcud və yeni kommersiya müəssisələrinə yerli və xarici investorlar cəlb etməklə və öz vəsaiti hesabına müddətli investisiya qoyuluşları vasitəsilə Azərbaycan ərazisində iqtisadiyyatın qeyri-neft sektorunun inkişaf etdirilməsi,"ölkədə İKT sahəsində sahibkarlığın inkişafı və onun maliyyə dəstəyi ilə təmin edilməsi, bu sahəyə yerli və xarici investisiyaların cəlb edilməsi, yeni texnologiyaların yerli iqtisadiyyata inteqrasiyası və s.","Sahibkarlığın, xüsusilə kiçik və orta sahibkarlığın inkişafına və əhalinin işgüzarlıq fəaliyyətinin artırılmasına kömək göstərmək, onlara maliyyə dəstəyi vermək.","ölkədə, xüsusilə də regionlardayeni iş yerlərinin açılması üçün investisiyaların cəlb edilməsi, Azərbaycandan xaricə ixracatın təşviqi ilə əlaqədar tədbirlərin həyata keçirilməsi","kənd təsərrüfatı məhsullarının istehsalı, emalı, meliorasiya, su təsərrüfatı və aqrar bölmənin digər sahələrində fəaliyyət göstərən sahibkarlıq subyektləri üçün kreditlər cəlb etmək",c
223,“Üfiqi” yaxud müasir diversifikasiya siyasəti modelində hökumət əsas hərəkətverici qüvvə rolunda onu görür:,holdinqləri,iri dövlət şirkətlərini,xarici investorları,Kiçik və Orta sahibkarlığı,iri özəl biznes subyektlərini,d
224,Bunlardan hansı diversifikasiya siyasətinin “özə sektorun rolu” amilinin elementi hesab olunur?,ölkənin iş adamları (sahibkarları) üçün beynəlxalq aləmdə əməkdaşlıq şəbəkələrinin və müştərək biznesin qurulmasını,qərar qəbul edən və icracı şəxslərin fəaliyyətinin nəticəliliyini,Geridə qalmış sahələrdə iqtisadi fəallığı gücləndirmək üçün sahibkarların Stimullaşdırılmasını.,mövcud resursların hasilatı və satışından əldə edilən gəlirlər hesabına milli iqtisadiyyatda yeni “mühərrik” rolunu oynaya biləcək sektorlara sərmayə qoyuluşunu,digər ölkələrlə azad ticarət rejimlərinin formalaşdırılmasını,c
225,Diversifikasiya siyasətinin modelləri hansılardır?,sabit (fasiləsiz) diversifikasiya modeli və davamlı artım diversifikasiya modeli,“Şaquli” yaxud ənənəvi diversifikasiya siyasəti model və “Üfiqi” yaxud müasir diversifikasiya siyasəti modeli.,ümumi diversifikasiya modeli və seçmə diversifikasiya modeli,birbaşa diversifikasiya modeli və dolayı diversifikasiya modeli,idxalı əvəzləmə modeli və ixracyönümlü model,b
226,Aşağıdakılardan hansı sənaye sahəsini müəyyən edən şərtlər sırasına daxil deyil?,Məhsulun iqtisadi təyinatından asılı olamayaraq oxşar ümumi və istehsal strukturuna malik,istehsalın ictimai təşkilinin özünəməxsus formaları olan,həmcins xammal və material istehlak edən,xüsusi (bənzərsiz) peşə-ixtisas tərkibinə malik mühəndis texniki və fəhlə kadrları olan,oxşar maşınlar sistemi və texnoloji  istehsal üsulu tətbiq edən,a
227,Sənaye sahəsi nədir?,hər-hansı bir sistemin müəyyən əlamətlər üzrə ayrılmış (xüsusiləşdirilmiş) bir hissəsidir,spesifik cəhətləri və milli dəyərləri ilə iqtisadiyyatın xüsusiləşdirilmiş bir hissəsidir,oxşar şərtlərə və tələblərə cavab verən müəssisələrin məcmusudur,Eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal (hasil) edən müəssisələrin məcmusudur,müəyyən altsahələrdən və müəssisələr toplusundan ibarət iqtisadi sistemdir,d
228,Sənayenin ölkə iqtisadiyyatındakı yerini və rolunu xarakterizə etmək üçün aşağıdakı göstəricilərin hansından istifadə edilmir?,ümumi mənfəətdə payı,ÜDM-də payı (xüsusi çəkisi),Sənaye istehsalının artım tempi,əlavə dəyərdə payı,məşğulluqda payı,c
229,Sənaye nədir?,spesifik cəhətləri və milli dəyərləri ilə iqtisadiyyatın xüsusiləşdirilmiş bir hissəsidir,müəyyən altsahələrdən və müəssisələr toplusundan ibarət iqtisadi sistemdir,"müəyyən bir ölkə çərçivəsində tarixən formalaşmış, özünəməxsus təbii-coğrafi, maddi-texniki və sosial-iqtisadi məzmuna malik sosial- iqtisadi sistemdir",Təbiətdən alınan xammalı və müxtəlif növ materialları müxtəlif üsullarla emal edərək cəmiyyətin istehlak tələblərinə uyğun hala gətirən istehsal sahələrinin və müəssisələrin məcmusudu,hər-hansı bir sistemin müəyyən əlamətlər üzrə ayrılmış (xüsusiləşdirilmiş) bir hissəsidir,d
230,"Aşağıdakılardan hansı iqtisadiyyatın sahəsi yox, altsahə hesab olunur?",kənd təsərrüfatı,turizm və ictimai iaşə,ticarət və nəqliyyat vasitələrinin təmiri,tikinti,Maşınqayırma sənayesi,e
231,İqtisadiyyat sahəsi nədir?,spesifik cəhətləri və milli dəyərləri ilə iqtisadiyyatın xüsusiləşdirilmiş bir hissəsidir,hər-hansı bir sistemin müəyyən əlamətlər üzrə ayrılmış (xüsusiləşdirilmiş) bir hissəsidir,təbiətdən alınan xammalı və müxtəlif növ materialları müxtəlif üsullarla emal edərək cəmiyyətin istehlak tələblərinə uyğun hala gətirən istehsal sahələrinin və müəssisələrin məcmusudur,müəyyən altsahələrdən və müəssisələr toplusundan ibarət iqtisadi sistemdir,eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal edən müəssisələrin məcmusudur,e
232,Milli iqtisadiyyat nədir?,eyni tipli texnologiyalar əsasında eynicinsli yaxud spesifik məhsullar istehsal edən müəssisələrin məcmusudur,təbiətdən alınan xammalı və müxtəlif növ materialları müxtəlif üsullarla emal edərək cəmiyyətin istehlak tələblərinə uyğun hala gətirən istehsal sahələrinin və müəssisələrin məcmusudur,çox sayda sahələrdən və bunlara daxil olan altsahələrdən ibarət kompleks iqtisadi sistemdir,"onun dayanıqlığını, bütövlüyünü və dinamizmini təmin edən bir-biri ilə qarşılıqlı əlaqəli olan bölmələrin (sahələrin) və qaydaya salınmış (sistemləşdirilmiş) əlaqələrin məcmusudur","Dünya iqtisadiyyatlı ilə qarşılıqlı əlaqə və aslılıqda olmaqla, müəyyən bir ölkə çərçivəsində tarixən formalaşmış, özünəməxsus təbii- coğrafi, maddi-texniki və sosial-iqtisadi məzmuna və münabətlər sisteminə, müvafiq təsərrüfatçılıq mexanizminə malik sosial-iqtisadi sistemdir",e
233,Ölkə iqtisadiyyatının şaxələndirilməsinin təmin edilməsi kimin vəzifəsi hesab olunur?,investorun,Dövlətin (hökumətin),vətəndaşın,bazarın,sahibkarın,b
234,Aşağıdakı fikirlərdən hansı doğrudur?,rəqabətqabiliyyətlilik mütləq əlamətdir,Rəqabətqabiliyyətlilik Yalnız müqayisədə müəyyən edilə bilər,rəqabətqabiliyyətliliyin müəyyən edilməsi üçün istehsalın həcmini bilmək lazımdır,ayrıca sənaye sahəsinin rəqabətqabiliyyətliliyi ola bilməz,rəqabətqabiliyyətlilik müqayisədə müəyyən edilə bilmz,b
235,Rəqabət qabiliyyətlilik məsələləri üzrəən tanınmış mütəxəssis hesab olunur:,A. Smit,M. Porter.,C. Keyns,M. Fridman,Q. Menkyu,b
236,Rəqabətin obyekti nədir?,qabiliyyət,Hər bir konkret halda uğrunda mübarizə aparlan şeylər,mübarizə aparan və rəqabət predmetlərinə malik olan fiziki və hüquqi şəxslər,müxtəlif subyektlər üçün maraq doğuran müəyyən əlamətlərin daşıyıcıları,güc,b
